,origin,sn_name,sn_name_sp,sn_name_PTF,sn_name_iau,sn_name_tns,program,ls_id_dr9,dec_dr9,ra_dr9,elat_dr9,elon_dr9,glat_dr9,glon_dr9,mjd_max_dr9,mjd_min_dr9,ref_id_dr9,brickid_dr9,blob_nea_g_dr9,blob_nea_r_dr9,blob_nea_z_dr9,bx_dr9,by_dr9,dchisq_1_dr9,dchisq_2_dr9,dchisq_3_dr9,dchisq_4_dr9,dchisq_5_dr9,dec_ivar_dr9,dered_flux_g_dr9,dered_flux_r_dr9,dered_flux_w1_dr9,dered_flux_w2_dr9,dered_flux_w3_dr9,dered_flux_w4_dr9,dered_flux_z_dr9,dered_mag_g_dr9,dered_mag_r_dr9,dered_mag_w1_dr9,dered_mag_w2_dr9,dered_mag_w3_dr9,dered_mag_w4_dr9,dered_mag_z_dr9,ebv_dr9,fiberflux_g_dr9,fiberflux_r_dr9,fiberflux_z_dr9,fibertotflux_g_dr9,fibertotflux_r_dr9,fibertotflux_z_dr9,flux_g_dr9,flux_ivar_g_dr9,flux_ivar_r_dr9,flux_ivar_w1_dr9,flux_ivar_w2_dr9,flux_ivar_w3_dr9,flux_ivar_w4_dr9,flux_ivar_z_dr9,flux_r_dr9,flux_w1_dr9,flux_w2_dr9,flux_w3_dr9,flux_w4_dr9,flux_z_dr9,fracflux_g_dr9,fracflux_r_dr9,fracflux_w1_dr9,fracflux_w2_dr9,fracflux_w3_dr9,fracflux_w4_dr9,fracflux_z_dr9,fracin_g_dr9,fracin_r_dr9,fracin_z_dr9,fracmasked_g_dr9,fracmasked_r_dr9,fracmasked_z_dr9,gaia_a_g_val_dr9,gaia_astrometric_excess_noise_dr9,gaia_astrometric_excess_noise_sig_dr9,gaia_astrometric_sigma5d_max_dr9,gaia_astrometric_weight_al_dr9,gaia_e_bp_min_rp_val_dr9,gaia_phot_bp_mean_flux_over_error_dr9,gaia_phot_bp_mean_mag_dr9,gaia_phot_bp_rp_excess_factor_dr9,gaia_phot_g_mean_flux_over_error_dr9,gaia_phot_g_mean_mag_dr9,gaia_phot_rp_mean_flux_over_error_dr9,gaia_phot_rp_mean_mag_dr9,galdepth_g_dr9,galdepth_r_dr9,galdepth_z_dr9,g_r_dr9,htm9_dr9,mag_g_dr9,mag_r_dr9,mag_w1_dr9,mag_w2_dr9,mag_w3_dr9,mag_w4_dr9,mag_z_dr9,mw_transmission_g_dr9,mw_transmission_r_dr9,mw_transmission_w1_dr9,mw_transmission_w2_dr9,mw_transmission_w3_dr9,mw_transmission_w4_dr9,mw_transmission_z_dr9,nea_g_dr9,nea_r_dr9,nea_z_dr9,nest4096_dr9,objid_dr9,parallax_ivar_dr9,parallax_dr9,pmdec_ivar_dr9,pmdec_dr9,pmra_ivar_dr9,pmra_dr9,psfdepth_g_dr9,psfdepth_r_dr9,psfdepth_w1_dr9,psfdepth_w2_dr9,psfdepth_w3_dr9,psfdepth_w4_dr9,psfdepth_z_dr9,psfsize_g_dr9,psfsize_r_dr9,psfsize_z_dr9,ra_ivar_dr9,random_id_dr9,rchisq_g_dr9,rchisq_r_dr9,rchisq_w1_dr9,rchisq_w2_dr9,rchisq_w3_dr9,rchisq_w4_dr9,rchisq_z_dr9,ref_epoch_dr9,ring256_dr9,r_z_dr9,sersic_ivar_dr9,sersic_dr9,shape_e1_ivar_dr9,shape_e1_dr9,shape_e2_ivar_dr9,shape_e2_dr9,shape_r_ivar_dr9,shape_r_dr9,snr_g_dr9,snr_r_dr9,snr_w1_dr9,snr_w2_dr9,snr_w3_dr9,snr_w4_dr9,snr_z_dr9,w1_w2_dr9,w2_w3_dr9,w3_w4_dr9,wise_x_dr9,wise_y_dr9,z_w1_dr9,allmask_g_dr9,allmask_r_dr9,allmask_z_dr9,anymask_g_dr9,anymask_r_dr9,anymask_z_dr9,brick_primary_dr9,fitbits_dr9,gaia_astrometric_n_good_obs_al_dr9,gaia_astrometric_n_obs_al_dr9,gaia_astrometric_params_solved_dr9,gaia_duplicated_source_dr9,gaia_phot_bp_n_obs_dr9,gaia_phot_g_n_obs_dr9,gaia_phot_rp_n_obs_dr9,gaia_phot_variable_flag_dr9,maskbits_dr9,nobs_g_dr9,nobs_r_dr9,nobs_w1_dr9,nobs_w2_dr9,nobs_w3_dr9,nobs_w4_dr9,nobs_z_dr9,release_dr9,wisemask_w1_dr9,wisemask_w2_dr9,brickname_dr9,ref_cat_dr9,type_dr9,wise_coadd_id_dr9,photoz_dr9,zdif_dr9,Dist_degrees_dr9,Dist_arcsec_dr9,Dist_kpc_dr9,sep_in_radius_dr9,sep_in_radius_sigma_dr9,sep_in_radius_higher_dr9,sga_id_sga,sga_galaxy_sga,galaxy_sga,pgc_sga,ra_leda_sga,dec_leda_sga,morphtype_sga,pa_leda_sga,d25_leda_sga,ba_leda_sga,z_leda_sga,sb_d25_leda_sga,mag_leda_sga,byhand_sga,ref_sga,group_id_sga,group_name_sga,group_mult_sga,group_primary_sga,group_ra_sga,group_dec_sga,group_diameter_sga,brickname_sga,ra_sga,dec_sga,d26_sga,d26_ref_sga,pa_sga,ba_sga,ra_moment_sga,dec_moment_sga,sma_moment_sga,type,z,sn_ra,sn_dec
13,dr9,PGIR19jg,SN2019hsw,None,None,SN2019hsw,ZTFmarshal,9907740453964178.0,64.0731133028701,140.14030593899173,45.5346649440157,118.6286299413909,40.22503306093905,150.0381408250813,58514.41905371474,57435.21664907077,0.0,628297.0,35.009457,33.20134,28.138592,1523.35,2804.2104,0.0,0.0,0.0,0.0,0.0,2990417000000.0,72.72775,68.7906,41.502903,31.205,6.588605,2246.1677,60.937317,17.845749,17.906178,18.454803,18.764439,20.453016,14.121394,18.037792,0.049588,15.717553,15.596283,14.431059,15.847456,15.777437,14.590209,62.79853,49.720264,23.324482,1.908855,0.568981,0.000926,1.4e-05,12.076162,62.314007,41.155582,31.044367,6.581357,2245.2344,57.658424,0.052926,0.069871,0.481163,0.567943,37.61322,0.818647,0.051301,0.999999,0.999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.3886,150.23799,56.95781,-0.00841,3799651.0,18.005127,18.013536,18.463928,18.770042,20.454212,14.121846,18.097843,0.863474,0.905851,0.991631,0.994852,0.9989,0.999584,0.946192,35.008793,33.203686,28.13817,31065037.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,863.67413,238.26358,6.502432,1.241935,0.001373,1.7e-05,97.9589,1.747031,1.594843,1.355566,2660423000000.0,35.422695,29.609438,20.04778,4.205864,1.796029,0.813759,0.093239,2.445008,0.0,39699.0,-0.084307,665.75397,6.0,84047.86,-0.05007,131500.22,-0.131054,17342.242,2.22174,442.80875,300.94815,56.86109,23.417028,0.20032,8.254724,200.36748,-0.306114,-1.68417,6.332366,150.70413,271.23886,-0.366085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,3.0,3.0,248.0,246.0,17.0,17.0,3.0,9011.0,0.0,0.0,1400p640,,SER,1387p636,0.01494,0.00924,0.0006952045564169,2.502736403100952,0.2941446959968272,1.1264758266498112,0.0038501355634329,1.1303259622132442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SN-II,0.0057,140.141459,64.073592
14,dr9,PGIR19jg,SN2019hsw,None,None,SN2019hsw,ZTFmarshal,9907740453964132.0,64.07278504447395,140.13463912412053,45.53328953901595,118.62565080427753,40.22285772888102,150.0397526705746,58514.41905371474,57435.21664907077,0.0,628297.0,70.724,68.02573,59.209976,1557.3914,2799.677,0.0,0.0,0.0,0.0,0.0,955325100000.0,54.38313,52.55105,63.056976,66.570244,398.70697,3303.742,37.58376,18.161339,18.198547,18.000668,17.9418,15.998365,13.702485,18.5625,0.049608,7.467177,7.56988,5.655072,7.592755,7.748922,5.82237,46.955734,36.975796,14.334775,1.205317,0.352419,0.000642,1e-05,6.508901,47.60156,62.52908,66.227425,398.2682,3302.3687,35.5607,0.16937,0.210853,0.345142,0.24828,0.322053,0.69017,0.211039,0.999882,0.999881,0.999913,0.0,1e-06,0.000186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.3886,150.23799,56.95781,0.014832,3799651.0,18.320778,18.305946,18.009794,17.947405,15.999561,13.702936,18.622574,0.863425,0.905816,0.991628,0.99485,0.998899,0.999584,0.946172,70.70608,68.01579,59.19897,31065037.0,2404.0,0.0,0.0,0.0,0.0,0.0,0.0,863.67413,238.26358,6.502432,1.241935,0.001373,1.7e-05,97.9589,1.747031,1.594843,1.355566,650122040000.0,82.70102,4.720976,4.660168,11.53496,4.849013,0.783725,0.092404,1.319666,0.0,39699.0,-0.316628,602.6351,6.0,60467.766,-0.223088,41561.95,-0.115831,1663.0751,4.837916,285.52713,180.22566,68.64877,39.315838,10.0923,10.669085,90.7244,0.062389,1.947844,2.296625,153.93779,270.73694,0.61278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,3.0,3.0,248.0,245.0,17.0,17.0,3.0,9011.0,0.0,0.0,1400p640,,SER,1387p636,0.010613,0.0049129999999999,0.0030890670284834,11.120641302540587,1.307000470034566,2.2986429079257658,0.0116508404552404,2.310293748381006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SN-II,0.0057,140.141459,64.073592
15,local_universe,PGIR19jg,SN2019hsw,None,None,SN2019hsw,ZTFmarshal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013920.0,SGA-2020 1013920,NGC2805,26410.0,140.0849025,64.1029681,SABc,125.0,6.30957,0.758578,0.00578067,24.4155,11.787,True,LEDA-20181114,371239.0,NGC2805,1.0,True,140.0849025,64.1029681,6.30957,1400p640,140.084984091607,64.1029935206876,5.19792,SB26,77.2007,0.898424,140.084817474618,64.1030663037784,172.723,SN-II,0.0057,140.141459,64.073592
16,dr9,PGIRN19adz,PGIRN19adz,None,None,None,ZTFmarshal,9907739662486390.0,59.60531609213837,271.05872423789526,83.02837533908395,274.41734107703496,29.038851326202973,88.42743115054313,58258.429167579845,57579.31872117557,0.0,616220.0,34.327312,23.444225,22.432856,1258.646,3246.9097,130.0525,167.22176,156.5536,176.69727,0.0,685604500.0,0.864043,1.744021,2.590377,1.950744,-13.656696,1192.6201,1.367315,22.658663,21.89612,21.466593,21.7745,,14.808744,22.160328,0.033515,0.15232,0.317567,0.256414,0.159099,0.323518,0.258363,0.782435,118.023155,34.20819,5.967567,2.101442,0.00318,4.1e-05,10.296445,1.631277,2.575706,1.943952,-13.646541,1192.2852,1.317146,0.305726,0.084496,8.881206,6.073164,1.094435,0.751715,0.043587,0.986914,0.994979,0.995808,0.086655,0.052799,0.05402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.30988,125.65277,39.38275,0.797697,3237447.0,22.766378,21.968681,21.47276,21.778286,,14.80905,22.200914,0.905551,0.935354,0.994336,0.996518,0.999256,0.999719,0.963308,33.934,23.359314,22.35395,62650690.0,2934.0,0.0,0.0,0.0,0.0,0.0,0.0,387.1818,204.53519,17.80904,3.544774,0.003647,4.3e-05,71.61549,2.237131,1.348486,1.196067,731484900.0,20.075005,0.695826,0.87372,2.672357,0.4423,0.555025,0.116721,0.856941,0.0,53957.0,-0.232233,0.0,1.0,0.0,0.0,0.0,0.0,71.73403,1.362134,8.500254,9.540977,6.29209,2.81802,-0.769579,7.596127,4.226468,-0.305527,,,121.39367,310.61234,0.728155,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,647.0,650.0,41.0,41.0,2.0,9011.0,0.0,0.0,2709p595,,REX,2707p590,0.645296,9999.645296,0.0065459119475367,23.56528301113216,,17.300267823233366,1.499582549654778,18.799850372888145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,-9999.0,271.0701369,59.6022333
17,dr9,PGIRN19adz,PGIRN19adz,None,None,None,ZTFmarshal,9907739662486486.0,59.598996308229786,271.06924875123315,83.02174333701703,274.45794836839565,29.033011418426646,88.42074286966454,58258.429167579845,57579.31872117557,0.0,616220.0,8.053394,9.112882,8.096714,1185.3638,3160.1643,18530.736,22080.291,22075.006,22087.441,0.0,287207750000.0,5.420781,13.348955,24.207438,20.21479,93.93387,155.05173,24.654934,20.664845,19.686382,19.040129,19.235826,17.567944,17.023808,19.02024,0.033975,2.118374,5.390685,10.258064,2.118374,5.390685,10.258064,4.902114,128.74501,56.787693,2.525527,1.077139,0.003432,4.1e-05,24.367142,12.474548,24.068457,20.143436,93.86305,155.00758,23.73812,0.120209,0.002195,11.950606,10.854205,0.933384,1.498843,-0.002808,0.775433,0.999999,1.000156,0.326661,0.102763,0.001327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.3446,125.65277,39.38275,1.014105,3237447.0,20.774042,19.759937,19.04638,19.239666,17.568764,17.024118,19.061384,0.904319,0.934496,0.994259,0.99647,0.999246,0.999715,0.962814,13.633909,9.112992,8.096596,62650688.0,3030.0,0.0,0.0,0.0,0.0,0.0,0.0,206.84329,204.53519,17.80904,3.544774,0.003647,4.3e-05,71.61549,2.237131,1.348486,1.196067,301171900000.0,88.19157,1.022654,1.128897,26.426273,4.079272,0.576779,0.102194,1.306114,0.0,53957.0,0.698553,0.0,1.0,0.0,0.0,0.0,0.0,141854.83,0.635992,55.62226,94.00521,38.24937,20.905924,5.499068,0.991373,117.17868,-0.193287,1.670902,0.544645,114.37937,302.37457,0.015005,0.0,0.0,0.0,2048.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,2.0,2.0,655.0,655.0,40.0,40.0,2.0,9011.0,0.0,0.0,2709p595,,REX,2707p590,0.232749,9999.232749,0.0032680418820286,11.764950775303294,,18.49858296221225,0.0772262141543785,18.57580917636663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,-9999.0,271.0701369,59.6022333
18,dr9,PGIRN19adz,PGIRN19adz,None,None,None,ZTFmarshal,9907739662486556.0,59.60284539762249,271.07740934301074,83.02533185337478,274.49382613757086,29.02922228877242,88.42552868577097,58258.429167579845,57579.31872117557,0.0,616220.0,12.922115,6.800239,5.82328,1128.697,3213.1316,911.0017,969.5294,992.12683,1001.41675,1001.4164,14331501000.0,0.626992,1.899872,6.260155,4.801658,31.329779,-123.53816,3.727662,23.006845,21.803188,20.508537,20.796522,18.760107,,21.07141,0.033944,0.308081,0.96465,1.950001,0.308081,0.96465,1.950001,0.567053,439.97318,113.88718,6.758647,2.368768,0.003502,4.2e-05,38.400894,1.775534,6.224247,4.784725,31.306183,-123.50302,3.589171,0.001818,0.000108,2.804281,2.266631,0.758803,2.467231,9.7e-05,0.993947,0.998494,0.998676,0.032475,0.007063,0.009186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.37598,125.65277,39.38275,1.239262,3237447.0,23.11594,21.876678,20.514782,20.800358,18.760925,,21.112514,0.904403,0.934555,0.994264,0.996473,0.999247,0.999716,0.962848,12.911303,6.800272,5.881687,62650689.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,660.9712,204.53519,17.80904,3.544774,0.003647,4.3e-05,71.61549,2.051965,1.348486,1.196067,15579468000.0,17.645323,0.651578,0.838859,3.775314,0.958989,0.861974,0.140332,0.942272,0.0,53957.0,0.764164,0.0,1.0,120.525696,0.056741,121.161514,0.430116,568.3749,0.629433,11.894247,18.948132,16.181425,7.364075,1.852683,-0.799807,22.241537,-0.285576,2.039433,,109.0,307.4425,0.597733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,660.0,656.0,40.0,41.0,2.0,9011.0,0.0,0.0,2709p595,,EXP,2707p590,0.493495,9999.493495,0.0037303841568105,13.429382964517805,,21.335683010769696,1.421803557320027,22.75748656808972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,-9999.0,271.0701369,59.6022333
19,dr9,PGIRN19am,PGIRN19am,None,None,None,ZTFmarshal,9907741156901300.0,68.40593948031973,279.54320343187885,85.91180598336214,31.1451993532656,26.290840340500207,98.73946288328231,58319.39518309754,57581.40989953316,0.0,639023.0,0.0,0.0,0.0,3158.9216,510.02954,796.0728,3860.8293,-357.30975,2640.4966,0.0,204044620000.0,65.949066,274.64224,234.0821,84.877045,16.618656,54.28915,196.75694,17.951979,16.403082,16.57658,17.678024,19.448511,18.163218,16.765175,0.064501,2.568615,11.384726,8.631754,694.1688,2260.7458,1936.2731,54.48608,7.663059,1.308921,0.204979,0.136632,0.012343,0.000191,0.790551,241.49551,231.53728,84.309166,16.59488,54.259808,183.09882,42.566067,30.7064,16.261492,24.924526,24.008274,4.329144,39.325745,0.999667,0.999653,0.802411,0.520066,0.626362,0.382771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61656,3269574.0,18.159286,16.542727,16.588448,17.685312,19.450066,18.163805,16.843287,0.826184,0.879309,0.989128,0.993309,0.998569,0.99946,0.930584,126.9226,129.16582,116.97417,65740501.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.995136,7.584594,0.018591,0.000216,0.0,2.053626,2.055232,1.352795,149235090000.0,30.00839,5.013986,6.136144,166.77386,19.914665,1.09757,0.112791,8.683269,0.0,27978.0,-0.30056,0.0,1.0,0.0,0.0,0.0,0.0,7315.2656,3.496383,150.82962,276.2904,104.827545,31.163792,1.843676,0.750799,162.79854,-1.096865,-1.764753,1.286261,304.44644,53.452644,0.254839,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,3.0,3.0,1454.0,1468.0,237.0,237.0,4.0,9011.0,0.0,0.0,2798p685,,REX,2808p681,0.28037,9999.28037,8.963403526022656e-05,0.3226825269368156,,0.0922903832151156,0.0003086188153513,0.092599002030467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,-9999.0,279.5434292,68.4059731
20,dr9,PGIRN19c,PGIRN19c,None,None,None,ZTFmarshal,9907732620183724.0,32.386655991949326,215.62820446065683,43.40121542414504,199.143125644081,69.5908626154077,53.34924990068245,58161.41771991074,57573.18338866576,0.0,508763.0,18.090519,22.4317,15.807453,1655.1458,242.10777,672.6963,701.8805,724.4406,711.8962,726.11597,6597391400.0,0.653792,1.84166,6.171967,-3.036914,62.29443,-327.7832,3.00124,22.961401,21.836977,20.523941,,18.013878,,21.306747,0.012612,0.230385,0.656924,1.082477,0.230385,0.656924,1.082477,0.629834,243.47331,139.05888,1.621954,0.403173,0.001823,2.3e-05,26.135225,1.795923,6.158789,-3.032931,62.276993,-327.74857,2.959318,2.006635,1.302594,61.61186,178.91872,12.208741,10.528186,0.545767,0.740057,0.874772,0.989921,0.02508,0.029613,0.232355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.3521,252.22275,50.250603,1.137653,3664969.0,23.001934,21.86428,20.526262,,18.014181,,21.322021,0.963355,0.975165,0.997865,0.998688,0.99972,0.999894,0.986032,18.079247,22.404701,17.659323,43012654.0,2221.0,0.0,0.0,0.0,0.0,0.0,0.0,647.57776,346.15442,6.946787,1.272429,0.0022,2.7e-05,83.33126,1.731094,1.995269,1.607745,6790244000.0,83.96339,1.093208,0.983761,49.412186,23.02671,0.861763,0.162501,0.784038,0.0,182373.0,0.542259,0.0,4.0,84.930145,0.038887,161.48422,0.343763,107.99435,1.150169,9.8277,21.178099,7.843585,-1.925788,2.65926,-1.583777,15.128808,,,,157.31927,23.73189,0.795759,0.0,0.0,0.0,0.0,0.0,2048.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,263.0,264.0,25.0,26.0,4.0,9011.0,0.0,0.0,2156p325,,DEV,2152p318,0.618928,0.0620719999999999,0.0014835139529376,5.340650230575461,37.74011682159689,4.6433613065344845,0.388481464753194,5.031842771287678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QSO,0.6809999999999999,215.6264994,32.3862987
21,dr9,PGIRN19c,PGIRN19c,None,None,None,ZTFmarshal,9907732620183684.0,32.3855814557751,215.6251939860892,43.39912185634301,199.14065037187265,69.59354152860136,53.347345616147855,58161.41771991074,57573.18338866576,0.0,508763.0,13.586955,16.818531,12.108414,1690.0756,227.33952,10054.71,11685.073,11584.611,11701.134,0.0,86817415000.0,2.808545,6.627823,22.201826,11.66621,13.221233,-180.17575,9.535799,21.378796,20.446573,19.134027,19.832676,19.69682,,20.051607,0.012665,1.052913,2.515335,3.659442,1.052924,2.515367,3.659496,2.705203,275.77325,165.97108,1.517326,0.392283,0.002033,2.5e-05,33.960857,6.462542,22.154226,11.650844,13.217517,-180.15663,9.402046,0.151016,0.21351,16.922565,47.201378,57.166965,19.588917,0.101421,0.759101,0.888858,0.998742,0.003101,0.004425,0.179863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.3521,252.22275,50.250603,0.945509,3664969.0,21.4195,20.473991,19.136358,19.834106,19.697124,,20.066944,0.963204,0.975063,0.997856,0.998683,0.999719,0.999894,0.985974,13.4415,16.81244,13.536279,43012740.0,2181.0,0.0,0.0,0.0,0.0,0.0,0.0,647.57776,346.15442,6.946787,1.272429,0.0022,2.7e-05,83.33126,1.731094,1.995269,1.607745,86614990000.0,86.31556,0.965693,2.067512,17.25818,11.528011,1.129415,0.189407,0.838505,0.0,182373.0,0.407047,0.0,1.0,0.0,0.0,0.0,0.0,8178.7197,0.720801,44.923744,83.256775,27.289526,7.297218,0.596008,-0.904974,54.791313,-0.697748,0.136982,,160.64322,22.314753,0.930586,0.0,0.0,0.0,0.0,0.0,2048.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,260.0,265.0,26.0,26.0,4.0,9011.0,0.0,0.0,2156p325,,REX,2152p318,0.577866,0.1031339999999999,0.0013151639654183,4.73459027550592,33.457347398827245,6.5685123570942885,0.100764830480005,6.669277187574294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QSO,0.6809999999999999,215.6264994,32.3862987
22,dr9,PGIRN19tf,PGIRN19tf,None,None,None,ZTFmarshal,9907734332183374.0,37.99917061488102,281.1112437415697,60.74207108942851,288.10274878306296,17.585122681303286,67.21497858444742,58256.34942395614,57509.48789351668,0.0,534886.0,4.423219,8.665279,4.288048,1375.1875,1788.1932,126.905045,129.7327,129.18231,129.81262,0.0,2601457000.0,0.305275,0.357779,1.229996,1.726892,-93.53212,182.48279,1.065389,23.788273,23.615963,22.27524,21.906837,,16.846945,22.43123,0.065176,0.170972,0.213401,0.672915,0.170972,0.213401,0.672915,0.25171,509.7455,138.68544,4.52182,1.328012,0.001789,2.2e-05,84.8285,0.314176,1.216485,1.715217,-93.396904,182.38313,0.990688,0.372925,0.688075,23.94172,14.899688,0.459492,2.670783,0.045756,0.992132,0.991381,0.998148,0.508162,0.050976,0.011464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.75107,112.28149,60.975716,0.240679,3312013.0,23.997747,23.757069,22.287233,21.914202,,16.847538,22.510157,0.824537,0.878128,0.989015,0.99324,0.998554,0.999454,0.929884,7.087173,8.654305,4.287749,61028818.0,4942.0,0.0,0.0,0.0,0.0,0.0,0.0,554.09784,162.3984,8.999453,1.869485,0.00199,2.4e-05,113.899536,1.64726,1.815381,1.19755,2388187400.0,89.18816,0.390394,0.827651,0.6613,0.539412,0.464637,0.136702,0.81656,0.0,151839.0,1.246912,0.0,1.0,0.0,0.0,0.0,0.0,148.13232,0.258335,5.683,3.699883,2.586803,1.976607,-3.950596,0.860086,9.124476,0.373032,,,132.30963,171.8721,0.222923,0.0,0.0,0.0,2048.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,343.0,344.0,21.0,22.0,3.0,9011.0,0.0,0.0,2810p380,,REX,2804p378,0.983488,9999.983488,0.0017725239474987,6.381086210995466,,24.70081952114683,7.856031216153084,32.55685073729991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,-9999.0,281.1095897,37.9979694
23,dr9,PGIRN19tf,PGIRN19tf,None,None,None,ZTFmarshal,9907734332183036.0,38.00155644066756,281.0970630157661,60.74617910958409,288.0809314519841,17.59640813620245,67.21310188376039,58256.34942395614,57509.48789351668,0.0,534886.0,14.352927,16.744068,10.823122,1528.7417,1820.9226,152.93735,158.9347,167.13568,189.21323,189.33286,5794140000.0,0.718222,1.521647,3.325027,-1.865523,11.997537,376.80804,3.265498,22.859354,22.044214,21.195513,,19.802269,16.0597,21.215126,0.06443,0.201965,0.455371,1.03416,0.201965,0.455371,1.03416,0.593509,364.2793,61.7376,3.89514,1.250754,0.001685,2e-05,24.077524,1.338189,3.288918,-1.853056,11.980391,376.6046,3.039061,0.081164,0.211864,17.133614,19.879444,2.057291,2.046879,0.021431,0.997445,0.997342,0.66309,0.022791,0.164126,0.012894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.3142,112.28149,41.703804,0.882727,3312013.0,23.066433,22.183706,21.207367,,19.803823,16.060286,21.293152,0.826359,0.879434,0.98914,0.993317,0.998571,0.99946,0.930658,14.342569,16.71895,10.820583,61028824.0,4605.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0209,162.3984,8.999453,1.869485,0.00199,2.4e-05,80.05554,1.64726,1.815381,1.177044,3109517000.0,5.9941,0.74901,0.659712,3.500644,1.372597,0.646158,0.109186,0.953917,0.0,151839.0,0.890554,0.0,1.0,180.68384,-0.264859,213.41884,0.411204,137.99382,1.256446,11.327767,10.514588,6.491045,-2.072404,0.491719,1.703839,14.912323,,,3.743538,146.9618,174.88834,0.085785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,2.0,2.0,341.0,342.0,21.0,21.0,2.0,9011.0,0.0,0.0,2810p380,,EXP,2804p378,0.739068,9999.739068,0.0105027294822543,37.809826136115824,,30.092678981918706,2.038859061153663,32.13153804307237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,-9999.0,281.1095897,37.9979694
