z,mbcor,dmbcor,passcut
0.0227125593024314,16.12428834368641,0.2666364945665114,no
0.0684597622055123,18.238566849091693,0.15627270218234982,yes
0.0514498693613242,17.866548101549864,0.16326744294712855,no
0.0699955290151989,18.016895064427963,0.15749800924887006,yes
0.0298286782779004,17.57081267171166,0.184374432996919,no
0.0860841968741968,18.607022230574753,0.15552917409420733,yes
0.0497701767550188,17.610441009053584,0.17603162819623985,yes
0.0845863855662674,18.960865680190754,0.15300578962278202,yes
0.0342071409695119,16.967940667467012,0.18152828870225393,no
0.0801489115840979,18.486508407620278,0.15462134591476245,yes
0.0276322790918274,16.552137030310426,0.16081282127738422,yes
0.0710743072836472,18.36634059639685,0.15395881682082302,yes
0.0501736187630478,17.571941929988867,0.16117865068997217,yes
0.0339240141899422,16.81936466082809,0.15369115280173498,yes
0.0714071877852748,18.27204208269267,0.15239276396621423,yes
0.0915960368536013,18.89665094092886,0.15233629552193317,yes
0.0401747860815254,17.028144493241676,0.17940417419951776,yes
0.0843502381540123,19.146758075360502,0.18808556273481977,yes
0.0473073448666682,17.50442973733364,0.15313177946331333,yes
0.0645757290551423,18.305348120683007,0.15368725743966408,yes
0.0735970033066499,18.489571258438293,0.15213753480314968,yes
0.0612006803586795,18.093232998411274,0.15423589332352197,yes
0.061147085080249,18.327252268400677,0.363135037788228,no
0.0711593790034103,18.724157479270172,0.15531180631178976,yes
0.0768747782176253,18.596487326583958,0.15853462684578237,yes
0.0795884187228738,18.779735777049808,0.1534416845057603,yes
0.0649690037030866,18.14338814082988,0.15459652260912557,yes
0.0633297497713764,18.7458146544256,0.21712133381655757,yes
0.0812751667655051,18.691750057946606,0.1528790455831275,yes
0.0672127035438301,18.202266659534434,0.1515932760618782,yes
0.0977191889884448,19.031588198675276,0.15311854104171288,yes
0.103328608436928,18.900069479859706,0.24424191163573158,yes
0.0786654773603669,18.18776622086268,0.17570762295169648,no
0.056906884799491,17.6807061118715,0.15243284546012145,yes
0.0316330649011483,16.629928100640434,0.1510759887901486,yes
0.0919889384734298,19.034321882245948,0.1656398052785051,yes
0.0818319869615055,18.96040202272838,0.15893087251428237,yes
0.0416004023237614,17.30236441918789,0.15355606928329674,yes
0.0939819390156131,18.912302883312854,0.15682175784170233,yes
0.066049535472766,18.243189133627514,0.17086270517582788,yes
0.0763127395503839,18.54699204110363,0.15250489480312493,yes
0.0148264752413109,15.017405319428981,0.15196854019648917,yes
0.0597187209230007,17.97161248166581,0.16447409475452837,no
0.0437643211131778,17.390350597667688,0.15304363782003963,yes
0.0953306614322067,19.025419196474097,0.15993747608027975,yes
0.0582053562272341,17.884678205747306,0.16902347849518595,yes
0.0943887270052834,18.7189397212331,0.17131638286067857,yes
0.0564456630078603,18.178022033730258,0.1529495061514269,yes
0.0702142170345368,18.237543057684196,0.16906831414673001,yes
0.0377995239294839,16.98379872205865,0.18829208969803593,yes
0.0564707375140659,17.920578949191803,0.15615788808928144,yes
0.0820118064730389,18.7489292356463,0.16475320507146698,yes
0.0620181331093024,18.349226432696327,0.22255411699930525,yes
0.0642533257641386,18.26826715048231,0.15930321102054673,yes
0.0965041626937194,18.92599090278248,0.22766263781744836,yes
0.0174260590828153,15.384815405236699,0.16613861041542327,yes
0.0835537083761051,18.697587771552772,0.16175393386725653,yes
0.0367987345251916,16.9534760249459,0.15564025583634783,yes
0.100340585743801,19.0040899333076,0.19807048125037607,yes
0.0711834326961434,18.198938283081915,0.290972125866042,no
0.0710306569360044,18.437207766435815,0.17139822016839,yes
0.0208497797218046,15.841782285959106,0.18075292494113862,yes
0.0371253910264252,17.02635728576712,0.1633203615799694,yes
0.0550724325384358,17.74398589933554,0.1611527331844444,yes
0.0408278443318453,17.225188227053614,0.17646516376332105,yes
0.0643620085774592,18.15838105714239,0.15858660842604833,yes
0.0685675411562089,18.08202047279568,0.245588753184711,no
0.0276643791543036,17.01275181910962,0.19413730753415487,no
0.0409259476875911,17.334607441315903,0.1747770965032023,yes
0.0615859368350546,18.185725822614884,0.15568446591359186,yes
0.0331993940445149,16.931587850143295,0.21540524954587162,yes
0.0615510563338644,18.17962281939891,0.17563786285597344,yes
0.0380536979979772,17.501161068752992,0.3742140759896203,no
0.0693096396819212,18.24132535878256,0.18559408976287228,yes
0.0479885290747008,17.003720554170936,0.25977857979413005,yes
0.0693520069354792,18.151873633278413,0.3577668135653745,yes
0.052752096704711,17.202025559519363,0.22148565866662465,no
0.0232130690839247,15.907635913038426,0.24659759399529504,yes
0.0562151164921979,17.86574299274088,0.164405422295382,yes
0.0772784267226005,18.652765570525514,0.2093203091704934,yes
0.0994683046074518,19.12361017323017,0.15796863917536325,yes
0.0661849864212776,18.30794738285462,0.2104801528326032,yes
