snname,index,targetid,tileid,petal,night,ra,dec,pmra,pmdec,ref_epoch,override,hemisphere,sn_ra,sn_dec,sn_z,program,priority,tns_name,iau_name,ptfiptf_name,spname,z,zerr,zwarn,chi2,deltachi2,spectype,subtype
11gdh,1,39628438620868323,120,9,20210407,195.158041667,28.0573611111,0.0,0.0,0.0,False,south,195.15857,28.056719,0.026151,PTF-iPTF,1.0,None,None,PTF11gdh,PTF11gdh,0.0257782941806278,1.59425834498399e-06,0.0,17774.3093590736,29384.2005801201,GALAXY,
11go,1,39633304143529164,81057,8,20210324,173.000814653832,53.7139493371176,0.0,0.0,0.0,False,north,173.000981,53.710572,0.0268,PTF-iPTF,1.0,None,None,PTF11go,PTF11go,0.0268287834718586,5.96217875621209e-07,0.0,14880.4631104469,86755.537545681,GALAXY,
11kdc,1,39628457105163147,80617,6,20201223,6.0456683817469,28.9679549511496,0.0,0.0,0.0,False,south,6.047004,28.968358,0.135,PTF-iPTF,1.0,None,None,PTF11kdc,PTF11kdc,0.136294810336016,1.10596077139165e-05,0.0,8821.55488014221,1321.53452205658,GALAXY,
11lmy,1,39633339593785737,307,5,20210419,243.169948080818,56.1883334956922,0.0,0.0,0.0,False,north,243.16825,56.188316,0.053,PTF-iPTF,1.0,None,None,PTF11lmy,PTF11lmy,0.0524315633638977,9.97128674009905e-06,0.0,7363.49001680687,323.183741759509,GALAXY,
11pfp,1,39627930023756255,80628,7,20210206,29.8976421273017,5.97249428784295,0.0,0.0,0.0,False,south,29.895883,5.972098,0.16,PTF-iPTF,1.0,None,None,PTF11pfp,PTF11pfp,0.183802412068655,8.6143686129925e-06,2.0,5663.94571304321,1123.89854836464,GALAXY,
11qqj,1,39627805356458202,13,1,20210407,149.507345048801,0.721049724579067,0.0,0.0,0.0,False,south,149.50684,0.720738,0.093,PTF-iPTF,1.0,None,None,PTF11qqj,PTF11qqj,0.0931426840499824,1.23708223742169e-05,0.0,8075.45726078004,107.174442835152,GALAXY,
11vb,1,39628427854090190,80664,3,20210402,191.1905,27.50025,0.0,0.0,0.0,False,south,191.18802,27.501121,0.031,PTF-iPTF,1.0,None,None,PTF11vb,PTF11vb,0.0313649498058518,4.37628015696103e-06,0.0,13320.2312149182,11005.1579006485,GALAXY,
12awi,1,39627835576419368,12,8,20210406,150.806331732577,1.89534149620015,0.0,0.0,0.0,False,south,150.807136,1.895396,0.0455,PTF-iPTF,1.0,None,None,PTF12awi,PTF12awi,0.0455055517427881,4.17926277891082e-06,0.0,9474.32928061485,4387.03297901154,GALAXY,
12bmr,1,39633289694150935,81067,7,20210327,180.02490418871,52.8569598104246,0.0,0.0,0.0,False,north,180.02478,52.856778,0.064,PTF-iPTF,1.0,None,None,PTF12bmr,PTF12bmr,0.0665583953972929,2.27236240369444e-06,0.0,24026.0920875072,65214.3514950275,GALAXY,
12cgb,1,39633145338793061,365,4,20210411,245.433285682769,43.7384188952115,0.0,0.0,0.0,False,north,245.435105,43.739764,0.026,PTF-iPTF,1.0,None,None,PTF12cgb,PTF12cgb,0.0262053914272402,3.04952016041622e-06,0.0,9019.52410601079,5303.11441913524,GALAXY,
12csi,1,39632946772052478,393,1,20210419,251.80698752266,33.3056294617536,0.0,0.0,0.0,False,north,251.807599,33.305703,0.0529,PTF-iPTF,1.0,None,None,PTF12csi,PTF12csi,0.0529441260673914,3.73393928956568e-06,0.0,9871.97486162186,7257.53745031357,GALAXY,
12dnn,1,39633118675600608,588,9,20210505,236.960816736351,42.196838301229,0.0,0.0,0.0,False,north,236.96097,42.196947,0.135,PTF-iPTF,1.0,None,None,PTF12dnn,PTF12dnn,-0.00199569129234795,4.13114935733491e-48,1570.0,9e+99,1.94266889222573e+84,STAR,CV
12dnn,1,39633118675600608,589,9,20210506,236.960816736351,42.196838301229,0.0,0.0,0.0,False,north,236.96097,42.196947,0.135,PTF-iPTF,1.0,None,None,PTF12dnn,PTF12dnn,0.135129865798181,1.74365250272211e-05,0.0,8078.05745747685,1167.86007031798,GALAXY,
12dnn,1,39633118675600608,591,9,20210509,236.960816736351,42.196838301229,0.0,0.0,0.0,False,north,236.96097,42.196947,0.135,PTF-iPTF,1.0,None,None,PTF12dnn,PTF12dnn,0.135032460408642,1.36766922807353e-05,0.0,8955.1539785713,3127.50417920481,GALAXY,
12dnn,1,39633118675600608,592,9,20210510,236.960816736351,42.196838301229,0.0,0.0,0.0,False,north,236.96097,42.196947,0.135,PTF-iPTF,1.0,None,None,PTF12dnn,PTF12dnn,0.134990047070712,1.77164840236163e-05,0.0,8490.99407935143,2153.50690674782,GALAXY,
12dnn,1,39633118675600608,595,9,20210529,236.960816736351,42.196838301229,0.0,0.0,0.0,False,north,236.96097,42.196947,0.135,PTF-iPTF,1.0,None,None,PTF12dnn,PTF12dnn,0.135097537861454,1.22700296241531e-05,0.0,8718.50860732794,2840.97677594423,GALAXY,
