snname,index,ra,dec,pmra,pmdec,ref_epoch,override,hemisphere,sn_ra,sn_dec,sn_z,program,priority,tns_name,iau_name,ptfiptf_name,spname,z,zerr,zdisp
09dzt,1,240.765995825922,21.0298485436581,0.0,0.0,0.0,False,south,240.767486,21.029786,0.0874,PTF-iPTF,1.0,None,None,PTF09dzt,PTF09dzt,,,
09dzt,2,240.767136721255,21.0313703392512,0.0,0.0,0.0,False,south,240.767486,21.029786,0.0874,PTF-iPTF,1.0,None,None,PTF09dzt,PTF09dzt,,,
09dzu,1,261.340139521697,60.171665170068,0.0,0.0,0.0,False,north,261.340421,60.170864,0.133,PTF-iPTF,1.0,None,None,PTF09dzu,PTF09dzu,,,
09dzy,1,34.6534167611201,-11.6447289540715,0.0,0.0,0.0,False,south,34.653382,-11.644685,0.21,PTF-iPTF,1.0,None,None,PTF09dzy,PTF09dzy,,,
09dzy,2,34.6507488942276,-11.6484037259047,0.0,0.0,0.0,False,south,34.653382,-11.644685,0.21,PTF-iPTF,1.0,None,None,PTF09dzy,PTF09dzy,,,
09e,1,138.642327578867,51.1750747002404,0.0,0.0,0.0,False,north,138.64173,51.175273,0.149,PTF-iPTF,1.0,None,None,PTF09e,PTF09e,,,
09eag,1,325.874838072069,6.20466221426785,0.0,0.0,0.0,False,south,325.874685,6.204609,0.23,PTF-iPTF,1.0,None,None,PTF09eag,PTF09eag,,,
09eag,2,325.883826686137,6.20241152361695,0.0,0.0,0.0,False,south,325.874685,6.204609,0.23,PTF-iPTF,1.0,None,None,PTF09eag,PTF09eag,,,
09ec,1,198.226807517015,43.4766344646179,0.0,0.0,0.0,False,north,198.22704,43.476641,0.091,PTF-iPTF,1.0,None,None,PTF09ec,PTF09ec,,,
09ec,2,198.212671317472,43.48730014464,0.0,0.0,0.0,False,north,198.22704,43.476641,0.091,PTF-iPTF,1.0,None,None,PTF09ec,PTF09ec,,,
09ecm,1,16.6798218428945,-6.37945665939919,0.0,0.0,0.0,False,south,16.679851,-6.378025,0.0285,PTF-iPTF,1.0,None,None,PTF09ecm,PTF09ecm,,,
09ecx,1,345.781934598208,14.7216019804621,0.0,0.0,0.0,False,south,345.784582,14.724815,0.15,PTF-iPTF,1.0,None,None,PTF09ecx,PTF09ecx,,,
09ecx,2,345.781698119974,14.7281558210249,0.0,0.0,0.0,False,south,345.784582,14.724815,0.15,PTF-iPTF,1.0,None,None,PTF09ecx,PTF09ecx,,,
09edr,1,2.92863909534507,30.239621150566,0.0,0.0,0.0,False,south,2.929207,30.238631,0.085,PTF-iPTF,1.0,None,None,PTF09edr,PTF09edr,,,
09ege,1,263.956405103092,51.1010222078513,0.0,0.0,0.0,False,north,263.956297,51.100688,0.139,PTF-iPTF,1.0,None,None,PTF09ege,PTF09ege,,,
09ege,2,263.952551824486,51.0993545232261,0.0,0.0,0.0,False,north,263.956297,51.100688,0.139,PTF-iPTF,1.0,None,None,PTF09ege,PTF09ege,,,
09ego,1,261.605093054646,62.9725835864492,0.0,0.0,0.0,False,north,261.604825,62.972803,0.104,PTF-iPTF,1.0,None,None,PTF09ego,PTF09ego,,,
09eiy,1,28.5670892539396,-15.0799890615361,0.0,0.0,0.0,False,south,28.569499,-15.08377,0.056,PTF-iPTF,1.0,None,None,PTF09eiy,PTF09eiy,,,
09eiy,2,28.5666155391503,-15.0868295570337,0.0,0.0,0.0,False,south,28.569499,-15.08377,0.056,PTF-iPTF,1.0,None,None,PTF09eiy,PTF09eiy,,,
09ejz,1,13.7800986285904,-6.95138656247392,0.0,0.0,0.0,False,south,13.780376,-6.951505,0.11,PTF-iPTF,1.0,None,None,PTF09ejz,PTF09ejz,,,
09eoi,1,351.054084973939,12.7795393069568,0.0,0.0,0.0,False,south,351.05362,12.778504,0.042,PTF-iPTF,1.0,None,None,PTF09eoi,PTF09eoi,,,
09eop,1,234.890855030406,53.0505477659284,0.0,0.0,0.0,False,north,234.893708,53.05119,0.07,PTF-iPTF,1.0,None,None,PTF09eop,PTF09eop,,,
09eov,1,325.337523873233,-2.34317432418913,0.0,0.0,0.0,False,south,325.341472,-2.337528,0.17,PTF-iPTF,1.0,None,None,PTF09eov,PTF09eov,,,
09eov,2,325.336674293865,-2.34156292445422,0.0,0.0,0.0,False,south,325.341472,-2.337528,0.17,PTF-iPTF,1.0,None,None,PTF09eov,PTF09eov,,,
09epo,1,48.7026743968718,-12.8619570388601,0.0,0.0,0.0,False,south,48.702515,-12.862248,0.015,PTF-iPTF,1.0,None,None,PTF09epo,PTF09epo,,,
09epz,1,29.4390827077127,-15.0757412672782,0.0,0.0,0.0,False,south,29.438923,-15.076082,0.17,PTF-iPTF,1.0,None,None,PTF09epz,PTF09epz,,,
09epz,2,29.4338570868706,-15.0818977982763,0.0,0.0,0.0,False,south,29.438923,-15.076082,0.17,PTF-iPTF,1.0,None,None,PTF09epz,PTF09epz,,,
09eqb,1,67.8263155233216,-10.4953657640716,0.0,0.0,0.0,False,south,67.826128,-10.495217,0.145,PTF-iPTF,1.0,None,None,PTF09eqb,PTF09eqb,,,
09eqc,1,70.2289989430469,-8.37281886395894,0.0,0.0,0.0,False,south,70.228672,-8.372243,0.016,PTF-iPTF,1.0,None,None,PTF09eqc,PTF09eqc,,,
09euz,1,359.703135430798,26.7224244428204,0.0,0.0,0.0,False,south,359.703232,26.722033,0.122,PTF-iPTF,1.0,None,None,PTF09euz,PTF09euz,,,
09exw,1,260.051625,57.9153611111,0.0,0.0,0.0,False,north,259.153124,58.770358,0.115,PTF-iPTF,1.0,None,None,PTF09exw,PTF09exw,,,
09f,1,175.475055625506,10.4302252413942,0.0,0.0,0.0,False,south,175.475121,10.429491,0.153,PTF-iPTF,1.0,None,None,PTF09f,PTF09f,,,
09fae,1,261.583916084605,72.9413286662934,0.0,0.0,0.0,False,north,261.584692,72.941842,0.067,PTF-iPTF,1.0,None,None,PTF09fae,PTF09fae,,,
09fb,1,251.678708333,75.2584444444,0.0,0.0,0.0,False,north,251.678424,75.257944,0.042,PTF-iPTF,1.0,None,None,PTF09fb,PTF09fb,,,
09fbf,1,320.159333333,1.04719444444,0.0,0.0,0.0,False,north,320.16,1.04803,0.021,IIps/PTF-iPTF,4.0,None,None,PTF09fbf,PTF09fbf,,,
09fbf,2,320.15332,1.052773,0.0,0.0,0.0,False,north,320.16,1.04803,0.021,IIps/PTF-iPTF,4.0,None,None,PTF09fbf,PTF09fbf,,,
09fet,1,259.244072596518,38.9924910730751,0.0,0.0,0.0,False,north,259.242984,38.9922,0.09,PTF-iPTF,1.0,None,None,PTF09fet,PTF09fet,,,
09fey,1,255.760604693349,67.4497202554363,0.0,0.0,0.0,False,north,255.760485,67.450011,0.13,PTF-iPTF,1.0,None,None,PTF09fey,PTF09fey,,,
09fey,2,255.761377144467,67.4505004915604,0.0,0.0,0.0,False,north,255.760485,67.450011,0.13,PTF-iPTF,1.0,None,None,PTF09fey,PTF09fey,,,
09fgg,1,264.035790442973,49.2969944992126,0.0,0.0,0.0,False,north,264.039312,49.296767,0.08,PTF-iPTF,1.0,None,None,PTF09fgg,PTF09fgg,,,
09fhc,1,316.0508043454,-4.28090034658864,0.0,0.0,0.0,False,south,316.050564,-4.281615,0.17,PTF-iPTF,1.0,None,None,PTF09fhc,PTF09fhc,,,
09fim,1,261.400281452726,67.0638786748767,0.0,0.0,0.0,False,north,261.400344,67.063906,0.08,PTF-iPTF,1.0,None,None,PTF09fim,PTF09fim,,,
09fma,1,47.5964818926179,-10.0003123974342,0.0,0.0,0.0,False,south,47.597195,-9.999455,0.031,PTF-iPTF,1.0,None,None,PTF09fma,PTF09fma,,,
09fmk,1,359.443467811932,11.9790421791918,0.0,0.0,0.0,False,south,359.44246,11.979247,0.0631,PTF-iPTF,1.0,None,None,PTF09fmk,PTF09fmk,,,
09fop,1,359.474578644797,30.4724994861594,0.0,0.0,0.0,False,south,359.4744,30.472548,0.1,PTF-iPTF,1.0,None,None,PTF09fop,PTF09fop,,,
09fou,1,351.835069190608,6.86375373886656,0.0,0.0,0.0,False,south,351.835662,6.864122,0.195,PTF-iPTF,1.0,None,None,PTF09fou,PTF09fou,,,
09fox,1,350.199158609435,32.5017255499117,0.0,0.0,0.0,False,south,350.19991,32.502277,0.0718,PTF-iPTF,1.0,None,None,PTF09fox,PTF09fox,,,
09foy,1,349.295841676638,17.2511505549989,0.0,0.0,0.0,False,south,349.294091,17.250884,0.06,PTF-iPTF,1.0,None,None,PTF09foy,PTF09foy,,,
09foz,1,10.5496428989644,-9.88190829732164,0.0,0.0,0.0,False,south,10.548893,-9.881312,0.05,PTF-iPTF,1.0,None,None,PTF09foz,PTF09foz,,,
09fpl,1,347.728166410579,18.0483687154034,0.0,0.0,0.0,False,south,347.727571,18.048072,0.09,PTF-iPTF,1.0,None,None,PTF09fpl,PTF09fpl,,,
09fpl,2,347.731321203961,18.0410979617869,0.0,0.0,0.0,False,south,347.727571,18.048072,0.09,PTF-iPTF,1.0,None,None,PTF09fpl,PTF09fpl,,,
09fpy,1,345.205352190167,16.3399527282142,0.0,0.0,0.0,False,south,345.205225,16.340039,0.156,PTF-iPTF,1.0,None,None,PTF09fpy,PTF09fpy,,,
09fqa,1,336.387544008764,18.9955094070631,0.0,0.0,0.0,False,south,336.384695,18.99483,0.03,PTF-iPTF,1.0,None,None,PTF09fqa,PTF09fqa,,,
09fqj,1,21.8373002300763,4.70896353555608,0.0,0.0,0.0,False,south,21.837927,4.708729,0.08,PTF-iPTF,1.0,None,None,PTF09fqj,PTF09fqj,,,
09fqk,1,349.901105603626,7.31032961613197,0.0,0.0,0.0,False,south,349.900476,7.310815,0.13,PTF-iPTF,1.0,None,None,PTF09fqk,PTF09fqk,,,
09fqn,1,21.1605912731004,34.3160438926127,0.0,0.0,0.0,False,south,21.170045,34.319392,0.15,PTF-iPTF,1.0,None,None,PTF09fqn,PTF09fqn,,,
09fqn,2,21.1715513252148,34.3170821372735,0.0,0.0,0.0,False,south,21.170045,34.319392,0.15,PTF-iPTF,1.0,None,None,PTF09fqn,PTF09fqn,,,
09fqn,3,21.1620365252765,34.3271617339446,0.0,0.0,0.0,False,south,21.170045,34.319392,0.15,PTF-iPTF,1.0,None,None,PTF09fqn,PTF09fqn,,,
09fqq,1,53.3421907822028,-19.2675880652651,0.0,0.0,0.0,False,south,53.342273,-19.267099,0.0768,PTF-iPTF,1.0,None,None,PTF09fqq,PTF09fqq,,,
09fr,1,222.499032132068,44.9171923806087,0.0,0.0,0.0,False,north,222.500508,44.918276,0.08,PTF-iPTF,1.0,None,None,PTF09fr,PTF09fr,,,
09fs,1,264.185405091328,53.6711826231965,0.0,0.0,0.0,False,north,264.184463,53.670012,0.109,PTF-iPTF,1.0,None,None,PTF09fs,PTF09fs,,,
09fsr,1,346.23615,12.32286,0.0,0.0,0.0,False,south,346.220762,12.333061,0.007942,PTF-iPTF,1.0,None,None,PTF09fsr,PTF09fsr,,,
09fu,1,248.279367897666,53.1019707572209,0.0,0.0,0.0,False,north,248.29548,53.091889,0.17,PTF-iPTF,1.0,None,None,PTF09fu,PTF09fu,,,
09fu,2,248.284924534112,53.0865388348063,0.0,0.0,0.0,False,north,248.29548,53.091889,0.17,PTF-iPTF,1.0,None,None,PTF09fu,PTF09fu,,,
09fzy,1,19.4028933201815,3.40592081331922,0.0,0.0,0.0,False,south,19.402295,3.40585,0.12,PTF-iPTF,1.0,None,None,PTF09fzy,PTF09fzy,,,
09g,1,229.1308771112,54.4586218022761,0.0,0.0,0.0,False,north,229.131174,54.459627,0.04,PTF-iPTF,1.0,None,None,PTF09g,PTF09g,,,
09gce,1,354.706802056233,28.2704928200042,0.0,0.0,0.0,False,south,354.707935,28.264941,0.055,PTF-iPTF,1.0,None,None,PTF09gce,PTF09gce,,,
09gck,1,57.430375,-3.25969444444,0.0,0.0,0.0,False,south,57.434622,-3.264654,0.013,PTF-iPTF,1.0,None,None,PTF09gck,PTF09gck,,,
09gdy,1,175.9764,10.7847,0.0,0.0,0.0,False,south,175.982434,10.781762,0.02,PTF-iPTF,1.0,None,None,PTF09gdy,PTF09gdy,,,
09ggb,1,337.701647621688,14.0325477997463,0.0,0.0,0.0,False,south,337.701231,14.032707,0.077,PTF-iPTF,1.0,None,None,PTF09ggb,PTF09ggb,,,
09gjf,1,29.146419298802,31.4453349522984,0.0,0.0,0.0,False,south,29.144115,31.447022,0.049311,PTF-iPTF,1.0,None,None,PTF09gjf,PTF09gjf,,,
09gjf,2,29.1421692801782,31.4455220102853,0.0,0.0,0.0,False,south,29.144115,31.447022,0.049311,PTF-iPTF,1.0,None,None,PTF09gjf,PTF09gjf,,,
09gjj,1,342.595801857575,5.32412699103428,0.0,0.0,0.0,False,south,342.595533,5.324945,0.06,PTF-iPTF,1.0,None,None,PTF09gjj,PTF09gjj,,,
09gm,1,231.952384196341,41.593755469791,0.0,0.0,0.0,False,north,231.95246,41.592804,0.082,PTF-iPTF,1.0,None,None,PTF09gm,PTF09gm,,,
09gmg,1,21.6076782591628,-15.7681312236245,0.0,0.0,0.0,False,south,21.610675,-15.765044,0.0957,PTF-iPTF,1.0,None,None,PTF09gmg,PTF09gmg,,,
09gmg,2,21.6111801562109,-15.7674605049368,0.0,0.0,0.0,False,south,21.610675,-15.765044,0.0957,PTF-iPTF,1.0,None,None,PTF09gmg,PTF09gmg,,,
09gn,1,232.296439937559,40.7944291703808,0.0,0.0,0.0,False,north,232.295653,40.794123,0.139,PTF-iPTF,1.0,None,None,PTF09gn,PTF09gn,,,
09gnd,1,342.02259720639,15.5174507983995,0.0,0.0,0.0,False,south,342.022075,15.516979,0.1,PTF-iPTF,1.0,None,None,PTF09gnd,PTF09gnd,,,
09gnd,2,342.023772999696,15.5270768072236,0.0,0.0,0.0,False,south,342.022075,15.516979,0.1,PTF-iPTF,1.0,None,None,PTF09gnd,PTF09gnd,,,
09gnm,1,41.8823221952145,-0.0527957635020835,0.0,0.0,0.0,False,north,41.881548,-0.052352,0.0855,PTF-iPTF,1.0,None,None,PTF09gnm,PTF09gnm,,,
09gof,1,20.6061431971015,3.63584246098783,0.0,0.0,0.0,False,south,20.60666,3.635662,0.103,PTF-iPTF,1.0,None,None,PTF09gof,PTF09gof,,,
09gon,1,340.689682941906,5.15805157589136,0.0,0.0,0.0,False,south,340.687629,5.15803,0.07,PTF-iPTF,1.0,None,None,PTF09gon,PTF09gon,,,
09gpn,1,55.9313952254406,-17.1444528760377,0.0,0.0,0.0,False,south,55.930238,-17.145312,0.015,PTF-iPTF,1.0,None,None,PTF09gpn,PTF09gpn,,,
09gpu,1,176.348070400473,68.9517529681835,0.0,0.0,0.0,False,north,176.352927,68.951986,0.08,PTF-iPTF,1.0,None,None,PTF09gpu,PTF09gpu,,,
09gqh,1,11.888,-25.2882222222,0.0,0.0,0.0,False,south,11.688759,-25.728454,0.1,PTF-iPTF,1.0,None,None,PTF09gqh,PTF09gqh,,,
09gqo,1,346.694866262154,8.2371618074163,0.0,0.0,0.0,False,south,346.695213,8.237617,0.039,PTF-iPTF,1.0,None,None,PTF09gqo,PTF09gqo,,,
09gqu,1,139.92915,33.81099,0.0,0.0,0.0,False,north,139.928756,33.810731,0.0226,PTF-iPTF,1.0,None,None,PTF09gqu,PTF09gqu,,,
09gtt,1,35.1570027598064,2.40377563556145,0.0,0.0,0.0,False,south,35.157081,2.403673,0.041,PTF-iPTF,1.0,None,None,PTF09gtt,PTF09gtt,,,
09gtt,2,35.1553271645892,2.40672490167463,0.0,0.0,0.0,False,south,35.157081,2.403673,0.041,PTF-iPTF,1.0,None,None,PTF09gtt,PTF09gtt,,,
09gul,1,22.0995843264493,33.8613326868085,0.0,0.0,0.0,False,south,22.099583,33.861194,0.072,PTF-iPTF,1.0,None,None,PTF09gul,PTF09gul,,,
09gvo,1,6.01598461296786,17.2572556702533,0.0,0.0,0.0,False,south,6.016749,17.257436,0.139,PTF-iPTF,1.0,None,None,PTF09gvo,PTF09gvo,,,
09gxh,1,47.734091988917,-9.75288548390938,0.0,0.0,0.0,False,south,47.734254,-9.752596,0.15,PTF-iPTF,1.0,None,None,PTF09gxh,PTF09gxh,,,
09gxq,1,17.0583002586907,-5.10637877953722,0.0,0.0,0.0,False,south,17.058787,-5.106284,0.038,PTF-iPTF,1.0,None,None,PTF09gxq,PTF09gxq,,,
09gyp,1,29.7372214204084,-7.28247570447421,0.0,0.0,0.0,False,south,29.736494,-7.282473,0.046,PTF-iPTF,1.0,None,None,PTF09gyp,PTF09gyp,,,
09gyp,2,29.734057804805,-7.29086288795467,0.0,0.0,0.0,False,south,29.736494,-7.282473,0.046,PTF-iPTF,1.0,None,None,PTF09gyp,PTF09gyp,,,
09gzj,1,193.755949028999,53.2291108440363,0.0,0.0,0.0,False,north,193.755917,53.229196,0.052,PTF-iPTF,1.0,None,None,PTF09gzj,PTF09gzj,,,
09h,1,120.196920939178,46.9483371871164,0.0,0.0,0.0,False,north,120.196928,46.948476,0.121,PTF-iPTF,1.0,None,None,PTF09h,PTF09h,,,
09har,1,3.41687449716448,18.3769422285725,0.0,0.0,0.0,False,south,3.417641,18.378462,0.168,PTF-iPTF,1.0,None,None,PTF09har,PTF09har,,,
09hdo,1,3.84506710275448,30.7211960495042,0.0,0.0,0.0,False,south,3.846665,30.722015,0.047,PTF-iPTF,1.0,None,None,PTF09hdo,PTF09hdo,,,
09hdp,1,3.84506710275448,30.7211960495042,0.0,0.0,0.0,False,south,3.846665,30.722015,0.047,PTF-iPTF,1.0,None,None,PTF09hdp,PTF09hdp,,,
09hfl,1,53.443077076817,-3.37533711450712,0.0,0.0,0.0,False,south,53.441579,-3.375105,0.184,PTF-iPTF,1.0,None,None,PTF09hfl,PTF09hfl,,,
09hfl,2,53.4433699052302,-3.37664892509703,0.0,0.0,0.0,False,south,53.441579,-3.375105,0.184,PTF-iPTF,1.0,None,None,PTF09hfl,PTF09hfl,,,
09hhv,1,116.418470197664,28.2953495496605,0.0,0.0,0.0,False,south,116.419669,28.296366,0.036,PTF-iPTF,1.0,None,None,PTF09hhv,PTF09hhv,,,
09hih,1,29.2299831530787,20.4702195599464,0.0,0.0,0.0,False,south,29.231055,20.468994,0.172,PTF-iPTF,1.0,None,None,PTF09hih,PTF09hih,,,
09hnq,1,345.470552464493,14.4138794828843,0.0,0.0,0.0,False,south,345.470095,14.413534,0.027,PTF-iPTF,1.0,None,None,PTF09hnq,PTF09hnq,,,
09hpl,1,20.3715943384304,0.107990414795098,0.0,0.0,0.0,False,south,20.371605,0.108657,0.08,PTF-iPTF,1.0,None,None,PTF09hpl,PTF09hpl,,,
09hpq,1,10.3055443506684,-9.14997936215106,0.0,0.0,0.0,False,south,10.302849,-9.148888,0.053,PTF-iPTF,1.0,None,None,PTF09hpq,PTF09hpq,,,
09hpq,2,10.3037970252197,-9.15011807169023,0.0,0.0,0.0,False,south,10.302849,-9.148888,0.053,PTF-iPTF,1.0,None,None,PTF09hpq,PTF09hpq,,,
09hql,1,28.8721018611633,13.2307914839522,0.0,0.0,0.0,False,south,28.872195,13.230737,0.05,PTF-iPTF,1.0,None,None,PTF09hql,PTF09hql,,,
09huz,1,23.4620416667,30.6602222222,0.0,0.0,0.0,False,south,23.116179,29.609574,0.13,PTF-iPTF,1.0,None,None,PTF09huz,PTF09huz,,,
09hvs,1,10.6847916667,41.2690555556,0.0,0.0,0.0,False,north,11.395343,40.676066,0.12,PTF-iPTF,1.0,None,None,PTF09hvs,PTF09hvs,,,
09hzg,1,177.73695,21.19723,0.0,0.0,0.0,False,south,177.740575,21.197044,0.028,PTF-iPTF,1.0,None,None,PTF09hzg,PTF09hzg,,,
09iaf,1,215.08957912144,35.234571569535,0.0,0.0,0.0,False,north,215.091012,35.233558,0.064,PTF-iPTF,1.0,None,None,PTF09iaf,PTF09iaf,,,
09iag,1,210.656535980425,5.74737581190396,0.0,0.0,0.0,False,south,210.659489,5.747455,0.075,PTF-iPTF,1.0,None,None,PTF09iag,PTF09iag,0.06266794701097325,8.592014298182665e-06,7.150409351029674e-05
09ib,1,236.161719929183,45.7976493217505,0.0,0.0,0.0,False,north,236.161536,45.797542,0.122,PTF-iPTF,1.0,None,None,PTF09ib,PTF09ib,,,
09idb,1,198.534189883623,38.2750327506904,0.0,0.0,0.0,False,north,198.534935,38.276745,0.05,PTF-iPTF,1.0,None,None,PTF09idb,PTF09idb,,,
09idu,1,169.828425980696,53.6176885698633,0.0,0.0,0.0,False,north,169.828158,53.617646,0.1067,PTF-iPTF,1.0,None,None,PTF09idu,PTF09idu,0.106836098681173,3.09173137903207e-05,0.0
09iex,1,180.694973065218,2.40198533182003,0.0,0.0,0.0,False,south,180.695266,2.401899,0.02,PTF-iPTF,1.0,None,None,PTF09iex,PTF09iex,,,
09iex,2,180.694904312147,2.40124293779132,0.0,0.0,0.0,False,south,180.695266,2.401899,0.02,PTF-iPTF,1.0,None,None,PTF09iex,PTF09iex,,,
09iga,1,117.266949888049,32.8322423333414,0.0,0.0,0.0,False,north,117.26689,32.830588,0.109,PTF-iPTF,1.0,None,None,PTF09iga,PTF09iga,,,
09ige,1,133.89221064323,32.6671022330945,0.0,0.0,0.0,False,north,133.892664,32.665822,0.07,PTF-iPTF,1.0,None,None,PTF09ige,PTF09ige,,,
09igt,1,187.280071506758,5.15117248234491,0.0,0.0,0.0,False,south,187.279651,5.154288,0.19,PTF-iPTF,1.0,None,None,PTF09igt,PTF09igt,,,
09igt,2,187.288945648876,5.14562201704787,0.0,0.0,0.0,False,south,187.279651,5.154288,0.19,PTF-iPTF,1.0,None,None,PTF09igt,PTF09igt,,,
09igz,1,133.485724261871,33.6696056075641,0.0,0.0,0.0,False,north,133.486259,33.669866,0.086,PTF-iPTF,1.0,None,None,PTF09igz,PTF09igz,,,
09ij,1,218.061353979586,54.8554287080834,0.0,0.0,0.0,False,north,218.061018,54.855424,0.124,PTF-iPTF,1.0,None,None,PTF09ij,PTF09ij,,,
09ij,2,218.055997105627,54.8543264002549,0.0,0.0,0.0,False,north,218.061018,54.855424,0.124,PTF-iPTF,1.0,None,None,PTF09ij,PTF09ij,,,
09ilp,1,210.85365,-6.0705,0.0,0.0,0.0,False,south,210.853166,-6.058366,0.008579,PTF-iPTF,1.0,None,None,PTF09ilp,PTF09ilp,,,
09ilp,2,210.853541667,-6.06911111111,0.0,0.0,0.0,False,south,210.853166,-6.058366,0.008579,PTF-iPTF,1.0,None,None,PTF09ilp,PTF09ilp,,,
09ilp,3,210.858541667,-6.03080555556,0.0,0.0,0.0,False,south,210.853166,-6.058366,0.008579,PTF-iPTF,1.0,None,None,PTF09ilp,PTF09ilp,,,
09img,1,124.245019278425,20.8544306922475,0.0,0.0,0.0,False,south,124.245047,20.85409,0.12,PTF-iPTF,1.0,None,None,PTF09img,PTF09img,,,
09inv,1,211.092053653876,-4.06069294863926,0.0,0.0,0.0,False,south,211.088857,-4.060858,0.05,PTF-iPTF,1.0,None,None,PTF09inv,PTF09inv,,,
09inv,2,211.090035953708,-4.06047196291791,0.0,0.0,0.0,False,south,211.088857,-4.060858,0.05,PTF-iPTF,1.0,None,None,PTF09inv,PTF09inv,,,
09ism,1,176.150434676782,10.2125288561558,0.0,0.0,0.0,False,south,176.149461,10.212143,0.03,PTF-iPTF,1.0,None,None,PTF09ism,PTF09ism,,,
09ism,2,176.147471940604,10.2128850536944,0.0,0.0,0.0,False,south,176.149461,10.212143,0.03,PTF-iPTF,1.0,None,None,PTF09ism,PTF09ism,,,
09isn,1,188.588757495617,8.69016202634439,0.0,0.0,0.0,False,south,188.588792,8.690208,0.101,PTF-iPTF,1.0,None,None,PTF09isn,PTF09isn,,,
09itz,1,177.026457590221,58.6665713789606,0.0,0.0,0.0,False,north,177.026887,58.666803,0.115,PTF-iPTF,1.0,None,None,PTF09itz,PTF09itz,,,
09itz,2,177.009445404242,58.6683843795451,0.0,0.0,0.0,False,north,177.026887,58.666803,0.115,PTF-iPTF,1.0,None,None,PTF09itz,PTF09itz,,,
09iuz,1,23.4620416667,30.6602222222,0.0,0.0,0.0,False,south,25.05183,29.686894,0.107,PTF-iPTF,1.0,None,None,PTF09iuz,PTF09iuz,,,
09jw,1,193.598606420651,56.7325294934012,0.0,0.0,0.0,False,north,193.598873,56.732591,0.154,PTF-iPTF,1.0,None,None,PTF09jw,PTF09jw,,,
09k,1,186.576381505228,48.4453067012119,0.0,0.0,0.0,False,north,186.57435,48.447092,0.187,PTF-iPTF,1.0,None,None,PTF09k,PTF09k,,,
09pr,1,223.991991452995,47.2129365378156,0.0,0.0,0.0,False,north,223.991635,47.212915,0.031,PTF-iPTF,1.0,None,None,PTF09pr,PTF09pr,,,
09ps,1,243.535685612622,55.6947960893799,0.0,0.0,0.0,False,north,243.535898,55.694846,0.1065,PTF-iPTF,1.0,None,None,PTF09ps,PTF09ps,,,
09ps,2,243.53629345387,55.6949796893061,0.0,0.0,0.0,False,north,243.535898,55.694846,0.1065,PTF-iPTF,1.0,None,None,PTF09ps,PTF09ps,0.107271629772565,8.07973408885534e-06,0.0
09pz,1,266.610525126321,53.3191716647265,0.0,0.0,0.0,False,north,266.609912,53.319198,0.09,PTF-iPTF,1.0,None,None,PTF09pz,PTF09pz,,,
09q,1,186.208384861241,8.4337109262137,0.0,0.0,0.0,False,south,186.208771,8.432992,0.09,PTF-iPTF,1.0,None,None,PTF09q,PTF09q,,,
09qa,1,238.367152956009,55.4464821613569,0.0,0.0,0.0,False,north,238.366362,55.446531,0.18,PTF-iPTF,1.0,None,None,PTF09qa,PTF09qa,,,
09ql,1,244.814596281929,60.4027216186068,0.0,0.0,0.0,False,north,244.814014,60.402124,0.16,PTF-iPTF,1.0,None,None,PTF09ql,PTF09ql,,,
09qn,1,238.931156777004,64.0179458018088,0.0,0.0,0.0,False,north,238.931937,64.017504,0.0634,PTF-iPTF,1.0,None,None,PTF09qn,PTF09qn,,,
09qn,2,238.930702757559,64.0184520762335,0.0,0.0,0.0,False,north,238.931937,64.017504,0.0634,PTF-iPTF,1.0,None,None,PTF09qn,PTF09qn,,,
09qs,1,249.604233061113,65.1774417960466,0.0,0.0,0.0,False,north,249.604949,65.178135,0.17,PTF-iPTF,1.0,None,None,PTF09qs,PTF09qs,,,
09r,1,214.744141024649,35.3875794036507,0.0,0.0,0.0,False,north,214.744304,35.387778,0.027,PTF-iPTF,1.0,None,None,PTF09r,PTF09r,,,
09ri,1,251.356931755662,63.0725575617238,0.0,0.0,0.0,False,north,251.35666,63.071836,0.082,PTF-iPTF,1.0,None,None,PTF09ri,PTF09ri,,,
09s,1,181.71520048553,26.9600148831058,0.0,0.0,0.0,False,south,181.715268,26.960214,0.05,PTF-iPTF,1.0,None,None,PTF09s,PTF09s,,,
09sg,1,203.86875380757,33.0090221689328,0.0,0.0,0.0,False,north,203.871082,33.005594,0.0453,PTF-iPTF,1.0,None,None,PTF09sg,PTF09sg,,,
09sh,1,243.494041667,39.5306388889,0.0,0.0,0.0,False,north,243.491995,39.532801,0.038,PTF-iPTF,1.0,None,None,PTF09sh,PTF09sh,,,
09si,1,241.03815,42.88932,0.0,0.0,0.0,False,north,241.041463,42.890875,0.038,PTF-iPTF,1.0,None,None,PTF09si,PTF09si,0.039271206784310016,5.347091889511169e-06,1.6460911131804812e-05
09sj,1,246.293166667,40.8928611111,0.0,0.0,0.0,False,north,246.292163,40.889151,0.03,PTF-iPTF,1.0,None,None,PTF09sj,PTF09sj,,,
09sk,1,202.713196566257,30.3339282905074,0.0,0.0,0.0,False,south,202.713111,30.33469,0.0355,PTF-iPTF,1.0,None,None,PTF09sk,PTF09sk,,,
09t,1,213.928865730013,16.2001755808214,0.0,0.0,0.0,False,south,213.930373,16.199763,0.039,PTF-iPTF,1.0,None,None,PTF09t,PTF09t,,,
