snname,index,targetid,tileid,petal,night,ra,dec,pmra,pmdec,ref_epoch,override,hemisphere,sn_ra,sn_dec,sn_z,program,priority,tns_name,iau_name,ptfiptf_name,spname,z,zerr,zwarn,chi2,deltachi2,spectype,subtype
11kdk,1,39628502718222579,20918,9,20210521,258.868916667,30.8957222222,0.0,0.0,0.0,False,south,258.884556,30.893411,0.03,PTF-iPTF,1.0,None,None,PTF11kdk,PTF11kdk,0.029088268944079,9.22462770733806e-06,0.0,34575.4123209734,51813.6938795168,GALAXY,
11khk,1,39633087109267537,20763,8,20210704,255.74175,40.5246666667,0.0,0.0,0.0,False,north,255.741873,40.518555,0.030991,PTF-iPTF,1.0,None,None,PTF11khk,PTF11khk,0.0307720576229101,5.36020882753572e-06,0.0,31692.9189225733,25844.2638781411,GALAXY,
11kiu,1,39628413853502794,20302,9,20210626,334.731224892057,26.760967836892,0.0,0.0,0.0,False,south,334.72958906,26.759526719,0.054,PTF-iPTF,1.0,None,None,PTF11kiu,PTF11kiu,0.0406904845662416,6.23515311717846e-06,0.0,8492.10542663932,1670.38832040131,GALAXY,
11klx,1,39633087109267537,20763,8,20210704,255.74175,40.5246666667,0.0,0.0,0.0,False,north,255.741913,40.520364,0.031,PTF-iPTF,1.0,None,None,PTF11klx,PTF11klx,0.0307720576229101,5.36020882753572e-06,0.0,31692.9189225733,25844.2638781411,GALAXY,
11kpn,1,39633132328062361,20900,2,20210627,261.045748740702,43.0531303287207,0.0,0.0,0.0,False,north,261.045471,43.053436,0.18,PTF-iPTF,1.0,None,None,PTF11kpn,PTF11kpn,0.180483353191049,4.40802480125189e-06,0.0,7607.15449094772,2747.20045280457,GALAXY,
11kqm,1,39633016124867114,20762,4,20210709,249.790739968154,36.7299345184595,0.0,0.0,0.0,False,north,249.789964,36.730283,0.126,PTF-iPTF,1.0,None,None,PTF11kqm,PTF11kqm,0.124729102442486,3.98018492515718e-06,0.0,8715.91895031929,3153.25215268135,GALAXY,
11mhr,1,39628523035427354,20243,9,20210522,236.50954943426,31.9425856394277,0.0,0.0,0.0,False,north,236.508863,31.942733,0.054,PTF-iPTF,1.0,None,None,PTF11mhr,PTF11mhr,0.054303712543863,3.67625847897762e-06,0.0,8195.83577743173,1846.68294271827,GALAXY,
11mpv,1,39633030406473474,20764,0,20210619,235.428900635214,37.4582505968257,0.0,0.0,0.0,False,north,235.428951,37.458444,0.043,PTF-iPTF,1.0,None,None,PTF11mpv,PTF11mpv,0.0431849667334201,1.76944780442332e-06,0.0,8291.73569774628,10372.9435653687,GALAXY,
11msk,2,39627747915469175,20824,2,20210617,325.906132345943,-1.69467858564313,0.0,0.0,0.0,False,south,325.906654,-1.693642,0.07,PTF-iPTF,1.0,None,None,PTF11msk,PTF11msk,0.0682352187505149,4.37330623069548e-06,0.0,8157.15009504557,3755.31363319215,GALAXY,
11mzs,1,39633049872238106,20902,3,20210626,264.514086859784,38.5639552319765,0.0,0.0,0.0,False,north,264.51464,38.565355,0.16,PTF-iPTF,1.0,None,None,PTF11mzs,PTF11mzs,0.156850720549476,6.50583055651646e-06,0.0,7980.39877057076,2122.46498417854,GALAXY,
11qri,1,39627637148094955,20572,6,20210517,191.776289248607,-6.32864425695643,0.0,0.0,0.0,False,south,191.776159,-6.330483,0.055,PTF-iPTF,1.0,None,None,PTF11qri,PTF11qri,0.0673530655442267,9.99565559302616e-06,0.0,8305.90807297081,1455.1354516407,GALAXY,
11v,1,39633244668298161,20770,2,20210619,227.097583333,49.666,0.0,0.0,0.0,False,north,227.092156,49.665508,0.04,PTF-iPTF,1.0,None,None,PTF11v,PTF11v,0.037259963595704,7.28711436692156e-06,0.0,42326.075985603,75495.6399209802,GALAXY,
12agy,1,39633435366526652,20641,5,20210519,185.085137689671,64.2594341826353,0.0,0.0,0.0,False,north,185.084354,64.259769,0.097,PTF-iPTF,1.0,None,None,PTF12agy,PTF12agy,0.0967207116989023,7.21405067270657e-06,0.0,9568.00251343846,5433.83251160849,GALAXY,
12boj,1,39632941747276409,20923,0,20210514,254.533887376694,32.9831419052206,0.0,0.0,0.0,False,north,254.535557,32.982791,0.0374,PTF-iPTF,1.0,None,None,PTF12boj,PTF12boj,0.0369461094196062,4.83575571353942e-06,0.0,10368.5568714514,5639.78382375004,GALAXY,
12brj,1,39628492261821858,20928,8,20210621,254.536853978188,30.4723211555218,0.0,0.0,0.0,False,south,254.536315,30.472077,0.131,PTF-iPTF,1.0,None,None,PTF12brj,PTF12brj,0.131100616436162,9.51125267442263e-06,0.0,7444.01238027215,481.495900124311,GALAXY,
12bup,1,39628093974907650,21103,9,20210609,209.061111758842,12.8060078530839,0.0,0.0,0.0,False,south,209.060864,12.80449,0.0224,PTF-iPTF,1.0,None,None,PTF12bup,PTF12bup,0.0234602260653915,1.80667283960432e-06,0.0,10207.2166093886,15333.4176580764,GALAXY,
12ccz,1,39633020839268593,20736,8,20210620,240.926066131602,36.9982740959489,0.0,0.0,0.0,False,north,240.925147,36.995618,0.0412,PTF-iPTF,1.0,None,None,PTF12ccz,PTF12ccz,0.0415680913119599,1.13834346100019e-05,0.0,14740.4561459217,12840.8016921715,GALAXY,
12cjy,1,39633275240582379,20788,7,20210618,218.615583333,51.8172777778,0.0,0.0,0.0,False,north,218.613792,51.817682,0.044,PTF-iPTF,1.0,None,None,PTF12cjy,PTF12cjy,0.0439004637980773,5.81306325311429e-06,0.0,9335.11298298091,3503.04012557573,GALAXY,
12cli,1,39632981198897920,21161,2,20210515,205.642458333,35.0203333333,0.0,0.0,0.0,False,north,205.643568,35.021064,0.024,PTF-iPTF,1.0,None,None,PTF12cli,PTF12cli,0.024328903616873,6.27167411630914e-06,0.0,17320.5331022274,16192.7849073837,GALAXY,
12cod,1,39633318584519884,20646,9,20210519,200.635333333,54.8182222222,0.0,0.0,0.0,False,north,200.647032,54.813086,0.011758,PTF-iPTF,1.0,None,None,PTF12cod,PTF12cod,0.011828663778015,1.38973300173146e-06,0.0,12946.9952490628,24392.7492953779,GALAXY,
12dtf,1,39633171410585705,20925,1,20210628,258.682248217703,45.3052410800576,0.0,0.0,0.0,False,north,258.682171,45.305281,0.061,PTF-iPTF,1.0,None,None,PTF12dtf,PTF12dtf,0.061827887207984,1.68799795934184e-06,0.0,8970.57148575783,18399.3173644543,GALAXY,
