snname,index,targetid,tileid,petal,night,ra,dec,pmra,pmdec,ref_epoch,override,hemisphere,sn_ra,sn_dec,sn_z,program,priority,tns_name,iau_name,ptfiptf_name,spname,z,zerr,zwarn,chi2,deltachi2,spectype,subtype
15cct,1,39628160253297528,20077,4,20210607,319.107817319816,15.4237556791115,0.0,0.0,0.0,False,south,319.10858,15.42478,0.08,PTF-iPTF,1.0,None,None,iPTF15cct,iPTF15cct,0.0723577062650288,1.1260395121881e-05,0.0,9876.03469399363,2160.09116847673,GALAXY,
15cdv,1,39628488516305369,22807,6,20211015,355.98429291521,30.3673361519742,0.0,0.0,0.0,False,south,355.985102,30.369357,0.06,PTF-iPTF,1.0,None,None,iPTF15cdv,iPTF15cdv,0.0549716985383744,5.06997217212064e-06,0.0,7387.01308187842,1085.07288995385,GALAXY,
15cet,1,39627947698553083,21044,9,20211014,8.81066716052639,6.85434576603379,0.0,0.0,0.0,False,south,8.809589,6.855072,0.08,PTF-iPTF,1.0,None,None,iPTF15cet,iPTF15cet,0.0784074385964598,3.5479023363228e-06,0.0,8832.76606374979,7518.80093091726,GALAXY,
15cji,1,39628424733527398,21885,2,20211204,341.940201712832,27.3380763445854,0.0,0.0,0.0,False,south,341.939834,27.337773,0.0836,PTF-iPTF,1.0,None,None,iPTF15cji,iPTF15cji,0.0840831805727953,6.24569862789123e-06,0.0,7615.03590404987,814.267857432365,GALAXY,
15cpr,1,39627742483842000,20188,0,20211222,2.03326801444253,-1.76988344274095,0.0,0.0,0.0,False,south,2.03346,-1.770206,0.15,PTF-iPTF,1.0,None,None,iPTF15cpr,iPTF15cpr,0.152141044559524,7.26994462054641e-06,0.0,7727.83357691765,1114.19499897957,GALAXY,
15cyo,1,39628122013829322,22933,3,20220309,124.985958333,13.87825,0.0,0.0,0.0,False,south,124.984069,13.878337,0.02963,PTF-iPTF,1.0,None,None,iPTF15cyo,iPTF15cyo,0.0296175646467043,1.02904150186863e-05,0.0,9469.78308775462,5469.07553184859,GALAXY,
15cys,1,39628186127960466,22951,3,20211117,122.981309653598,16.7204599422767,0.0,0.0,0.0,False,south,122.981632,16.719465,0.05,PTF-iPTF,1.0,None,None,iPTF15cys,iPTF15cys,0.0453023739072305,1.10620687946467e-05,0.0,8242.67577017844,228.131613299251,GALAXY,
15daa,1,39628381360227635,21888,8,20211205,341.845350754271,25.2675834152978,0.0,0.0,0.0,False,south,341.846801,25.266333,0.17,PTF-iPTF,1.0,None,None,iPTF15daa,iPTF15daa,0.168030825116035,2.19932147367935e-05,0.0,8335.81864704937,758.206573816482,GALAXY,
15dac,1,39628451438662178,21877,8,20211115,341.49744864711,28.4564099655471,0.0,0.0,0.0,False,south,341.496115,28.45688,0.13,PTF-iPTF,1.0,None,None,iPTF15dac,iPTF15dac,0.128836817202868,3.21213576861457e-05,0.0,8025.68362129852,1068.11871007737,GALAXY,
15dh,1,39628352360809847,1235,8,20210610,242.62761572878,23.9565129720744,0.0,0.0,0.0,False,south,242.62739,23.956988,0.03142,PTF-iPTF,1.0,None,None,iPTF15dh,iPTF15dh,0.0313614357063379,6.92188802646448e-06,0.0,13612.2124735788,1286.23032402247,GALAXY,
15dh,1,39628352360809847,20235,8,20210522,242.62761572878,23.9565129720744,0.0,0.0,0.0,False,south,242.62739,23.956988,0.03142,PTF-iPTF,1.0,None,None,iPTF15dh,iPTF15dh,0.0313425755719682,1.02496361011126e-05,0.0,12502.2501791827,487.64760793373,GALAXY,
15dhx,1,39628456677346927,21878,9,20211127,337.093322366441,28.6495999812287,0.0,0.0,0.0,False,south,337.093236,28.64939,0.0923,PTF-iPTF,1.0,None,None,iPTF15dhx,iPTF15dhx,0.0919873514067572,2.29636715444039e-06,0.0,8605.613063097,12229.5796530247,GALAXY,
15doh,1,39628392248640550,21888,3,20211205,340.108753611103,25.6917880265601,0.0,0.0,0.0,False,south,340.108297,25.69176,0.059,PTF-iPTF,1.0,None,None,iPTF15doh,iPTF15doh,0.0589938140714102,1.29249158725361e-05,0.0,10380.3282572515,7712.95668372558,GALAXY,
15dou,1,39628503989094254,26260,6,20210923,347.015443937725,31.1172118973287,0.0,0.0,0.0,False,south,347.01499,31.116771,0.1664,PTF-iPTF,1.0,None,None,iPTF15dou,iPTF15dou,0.166371927986496,1.41129441043047e-05,0.0,7707.52799677849,293.095012485981,GALAXY,
15dqg,1,39627784766622748,20188,7,20211222,2.33981991520819,-0.0703991688251926,0.0,0.0,0.0,False,north,2.340342,-0.0685,0.058,PTF-iPTF,1.0,None,None,iPTF15dqg,iPTF15dqg,0.0575762106520618,4.51753428710652e-06,0.0,7934.22879624367,1669.37740850449,GALAXY,
15dqv,1,39627875313255408,21061,5,20211215,0.28174440840696,3.66570606288561,0.0,0.0,0.0,False,south,0.281586,3.665394,0.08,PTF-iPTF,1.0,None,None,iPTF15dqv,iPTF15dqv,0.0865280192519836,1.86744885929902e-05,0.0,10917.3143940829,4973.45477100392,GALAXY,
15dsf,1,39628252590900691,23208,0,20210921,325.374638743043,19.4825436818126,0.0,0.0,0.0,False,south,325.374811,19.483144,0.073,PTF-iPTF,1.0,None,None,iPTF15dsf,iPTF15dsf,0.0824529654763551,5.20213972019062e-06,0.0,7532.22360914946,756.177855789661,GALAXY,
15eot,1,39633437526591888,22871,0,20220113,120.384146523729,64.4580192032881,0.0,0.0,0.0,False,north,120.383541,64.456529,0.039,PTF-iPTF,1.0,None,None,iPTF15eot,iPTF15eot,0.0392284405963046,7.41426515969761e-06,0.0,8481.8886942789,1678.85132343322,GALAXY,
15fjg,1,39633355649584463,20640,1,20220314,187.798173496879,57.4957044279556,0.0,0.0,0.0,False,north,187.796733,57.495536,0.093,PTF-iPTF,1.0,SN2016al,None,None,SN2016al,0.0891326514897684,2.3805412616998e-05,0.0,8374.70642281696,334.568374011666,GALAXY,
15fjg,1,39633355649584463,81062,1,20210327,187.798173496879,57.4957044279556,0.0,0.0,0.0,False,north,187.796733,57.495536,0.093,PTF-iPTF,1.0,SN2016al,None,None,SN2016al,0.534745941389763,0.000104210259618067,0.0,10258.0241127275,86.4679667241871,GALAXY,
15fjj,1,39628432258107173,22928,0,20211215,126.784083333,27.8104722222,0.0,0.0,0.0,False,south,126.783788,27.811645,0.02028,PTF-iPTF,1.0,None,None,iPTF15fjj,iPTF15fjj,0.0202706690449292,6.72036003523235e-06,0.0,10242.6676514093,3890.74208311242,GALAXY,
15fkd,1,39633231510769367,24080,8,20211019,107.357598160622,48.9597706157846,0.0,0.0,0.0,False,north,107.357924,48.959004,0.06,PTF-iPTF,1.0,SN2016am,None,None,SN2016am,0.0618200703631801,1.28500993729529e-05,0.0,10969.3609123714,8269.71473945305,GALAXY,
15fli,1,39628175558316005,21104,3,20220125,186.709333333,16.27175,0.0,0.0,0.0,False,south,186.709155,16.263735,0.0455,PTF-iPTF,1.0,None,None,iPTF15fli,iPTF15fli,0.0455648882334845,7.37246305261705e-06,0.0,25510.2974711135,39907.6307306176,GALAXY,
15fmk,1,39627865804770818,24635,1,20220311,152.906401942461,3.28744325043251,0.0,0.0,0.0,False,south,152.907527,3.287636,0.04495,PTF-iPTF,1.0,None,None,iPTF15fmk,iPTF15fmk,0.04480640043018,7.44962234520393e-06,0.0,8948.96099157631,2990.8238055557,GALAXY,
15km,1,39633271092414484,20607,6,20220317,181.383875,51.5045555556,0.0,0.0,0.0,False,north,181.380876,51.50444,0.02867,PTF-iPTF,1.0,None,None,iPTF15km,iPTF15km,0.0284484716143366,1.03731810588201e-05,0.0,10949.113300994,10915.0031094458,GALAXY,
15nu,1,39633304252580340,20600,8,20220218,183.841646161183,53.6773594077415,0.0,0.0,0.0,False,north,183.844024,53.676676,0.12405,PTF-iPTF,1.0,None,None,iPTF15nu,iPTF15nu,0.124138909162491,2.72136359286879e-05,0.0,9126.25813892484,4458.92360366695,GALAXY,
15ul,1,39633216293832453,25309,9,20220318,183.515709976497,47.9011633214501,0.0,0.0,0.0,False,north,183.515657,47.901086,0.0657,PTF-iPTF,1.0,None,None,iPTF15ul,iPTF15ul,0.0657503617875093,3.4730680751771e-06,0.0,12229.9756568074,23573.6475808024,GALAXY,
15vo,2,39628243799639873,80719,8,20210130,130.935804943368,19.2678175124078,0.0,0.0,0.0,False,south,130.944892,19.259089,0.052,PTF-iPTF,1.0,None,None,iPTF15vo,iPTF15vo,0.215577657618071,4.28787728590974e-05,0.0,8078.86424975097,207.98441016674,GALAXY,
15wb,1,2842531880501248,3978,0,20220208,127.074958333,0.289305555556,0.0,0.0,0.0,False,south,127.075273,0.28965,0.0305,PTF-iPTF,1.0,None,None,iPTF15wb,iPTF15wb,0.0303307973095417,3.68944105136366e-06,0.0,42618.2032409012,158121.037760392,GALAXY,
15wb,1,39627792899377037,26253,5,20211020,127.074958333,0.289305555556,0.0,0.0,0.0,False,south,127.075273,0.28965,0.0305,PTF-iPTF,1.0,None,None,iPTF15wb,iPTF15wb,0.0303482392451437,6.9944842347322e-06,0.0,17623.2288839184,43935.8576748269,GALAXY,
15wb,1,2305843032135599261,80722,2,20210328,127.074958333,0.289305555556,0.0,0.0,0.0,False,south,127.075273,0.28965,0.0305,PTF-iPTF,1.0,None,None,iPTF15wb,iPTF15wb,-0.00199570145091582,4.13115987161332e-48,1570.0,9e+99,1.94266889222573e+84,STAR,CV
15wd,1,39633321822522160,20595,2,20220218,174.725250393494,55.0576434637671,0.0,0.0,0.0,False,north,174.723907,55.054763,0.05735,PTF-iPTF,1.0,None,None,iPTF15wd,iPTF15wd,0.0573398041316836,5.16711877323972e-06,0.0,10371.108175233,6403.01928405464,GALAXY,
15wd,1,39633321822522160,81058,2,20210324,174.725250393494,55.0576434637671,0.0,0.0,0.0,False,north,174.723907,55.054763,0.05735,PTF-iPTF,1.0,None,None,iPTF15wd,iPTF15wd,0.0573541995523529,4.61665372915843e-06,0.0,11809.8458918929,8368.29018646479,GALAXY,
15wk,1,39628243766084410,24481,9,20211021,128.766206499932,19.1857781011085,0.0,0.0,0.0,False,south,128.766146,19.185699,0.209,PTF-iPTF,1.0,None,None,iPTF15wk,iPTF15wk,0.208929628183415,5.81946717563533e-05,0.0,7956.2394397445,443.714776282199,GALAXY,
15wk,1,39628243766084410,80719,2,20210130,128.766206499932,19.1857781011085,0.0,0.0,0.0,False,south,128.766146,19.185699,0.209,PTF-iPTF,1.0,None,None,iPTF15wk,iPTF15wk,-0.00199570145091582,4.13115987161332e-48,1570.0,9e+99,1.94266889222573e+84,STAR,CV
15xc,1,39632945849304349,21175,0,20210516,186.079166667,33.1838055556,0.0,0.0,0.0,False,north,186.078026,33.183295,0.023,PTF-iPTF,1.0,None,None,iPTF15xc,iPTF15xc,0.0219206633760373,2.89026305818343e-06,0.0,15339.1855811253,13608.2717488632,GALAXY,
15zr,1,39633311340954958,81066,0,20210326,179.745833333,54.2390277778,0.0,0.0,0.0,False,north,179.674105,54.26816,0.2,PTF-iPTF,1.0,None,None,iPTF15zr,iPTF15zr,0.0122373054542857,2.1707516193826e-06,0.0,146231.098186646,345348.476657715,GALAXY,
15zr,1,2305843015475793700,41610,3,20220316,179.745833333,54.2390277778,0.0,0.0,0.0,False,north,179.674105,54.26816,0.2,PTF-iPTF,1.0,None,None,iPTF15zr,iPTF15zr,0.012211936149834,4.5426443625065e-06,0.0,26401.0544546451,79020.4337735144,GALAXY,
16ahq,2,39633296895773069,81057,1,20210324,170.261958333,53.1695555556,0.0,0.0,0.0,False,north,170.245934,53.173817,0.003856,PTF-iPTF,1.0,AT2016agi,None,None,AT2016agi,0.00384191019424212,2.55044300230709e-06,0.0,107532.957088303,184145.073294128,GALAXY,
16air,1,39633355578278924,23735,7,20220121,179.65609804487,57.5002060188261,0.0,0.0,0.0,False,north,179.656556,57.500197,0.0526,PTF-iPTF,1.0,AT2016ahi,None,None,AT2016ahi,0.0527908584314682,5.85482202551964e-06,0.0,7822.64409419894,552.20541575551,GALAXY,
16alg,1,39632961133349188,24300,1,20220221,197.931734477735,33.8757956327871,0.0,0.0,0.0,False,north,197.931581,33.875727,0.0439,PTF-iPTF,1.0,AT2016aku,None,None,AT2016aku,0.0438737152012767,1.34655077407248e-06,0.0,11876.933537364,29522.3279553652,GALAXY,
16alg,2,39632961133349157,21169,0,20210516,197.929111825407,33.8808229014548,0.0,0.0,0.0,False,north,197.931581,33.875727,0.0439,PTF-iPTF,1.0,AT2016aku,None,None,AT2016aku,0.043841974747061,5.8357629057269e-06,0.0,8186.64231091738,1034.33397036791,GALAXY,
16ant,1,39627721336163769,23417,7,20211219,181.655029154519,-2.65052973122742,0.0,0.0,0.0,False,south,181.654011,-2.650825,0.08,PTF-iPTF,1.0,AT2016ajy,None,None,AT2016ajy,0.0816953914351838,8.00739631385777e-06,0.0,8938.4501747489,3427.53785834461,GALAXY,
16auf,1,39628422879644510,21206,9,20210519,217.787041667,27.23675,0.0,0.0,0.0,False,south,217.788598,27.236051,0.01489,PTF-iPTF,1.0,AT2016auj,None,None,AT2016auj,0.0150328391837717,2.82030813231359e-07,0.0,77468.0308938026,320682.711343288,GALAXY,
16avw,1,39632990665442964,21913,4,20220101,175.259410740507,35.4905780940487,0.0,0.0,0.0,False,north,175.259298,35.491915,0.05532,PTF-iPTF,1.0,AT2016avs,None,None,AT2016avs,0.0553045916205011,1.58921621385945e-06,0.0,9047.57445716858,18279.7313508987,GALAXY,
16axb,1,39628374355742819,20235,5,20210522,241.297875,24.9601111111,0.0,0.0,0.0,False,south,241.298442,24.958774,0.03378,PTF-iPTF,1.0,AT2016awu,None,None,AT2016awu,0.033807871262052,3.52674502240946e-06,0.0,16315.2693456858,21402.5295708925,GALAXY,
16axo,2,39633105417405037,20922,9,20210628,258.558422804602,41.5626895463419,0.0,0.0,0.0,False,north,258.554751,41.561826,0.092,PTF-iPTF,1.0,AT2016axh,None,None,AT2016axh,0.0922384881492155,7.3453807253365e-06,0.0,10802.1524059176,1150.40392527264,GALAXY,
16azt,1,39633332824179252,309,6,20210407,243.737747372514,55.8735278953537,0.0,0.0,0.0,False,north,243.739634,55.869897,0.0528,PTF-iPTF,1.0,AT2016azx,None,None,AT2016azx,0.0528436952645214,2.1721612962212e-05,0.0,12449.2221452724,3626.15224398323,GALAXY,
16azt,2,39633332824179396,312,6,20210416,243.752335696449,55.8692119804042,0.0,0.0,0.0,False,north,243.739634,55.869897,0.0528,PTF-iPTF,1.0,AT2016azx,None,None,AT2016azx,0.0541022511608634,3.99456301420534e-06,0.0,8501.60024270415,2260.87655130029,GALAXY,
16bai,1,39633336208983599,310,5,20210410,242.571603869169,56.1110842404268,0.0,0.0,0.0,False,north,242.571716,56.111205,0.045,PTF-iPTF,1.0,AT2016bal,None,None,AT2016bal,0.0512225956513646,6.51407231663143e-06,0.0,8946.95853987336,1914.66150714959,GALAXY,
16bai,1,39633336208983599,317,5,20210430,242.571603869169,56.1110842404268,0.0,0.0,0.0,False,north,242.571716,56.111205,0.045,PTF-iPTF,1.0,AT2016bal,None,None,AT2016bal,0.0512175043216957,6.1485260212537e-06,0.0,5678.23417086899,774.51401142776,GALAXY,
16bai,1,39633336208983599,319,5,20210503,242.571603869169,56.1110842404268,0.0,0.0,0.0,False,north,242.571716,56.111205,0.045,PTF-iPTF,1.0,AT2016bal,None,None,AT2016bal,0.0511916260528993,5.9115802695035e-06,0.0,9469.06745296717,2904.14062925871,GALAXY,
16bcp,2,39628052904281819,1207,1,20210601,229.930879703643,11.0372911702724,0.0,0.0,0.0,False,south,229.924092,11.037994,0.14,PTF-iPTF,1.0,AT2016bcn,None,None,AT2016bcn,0.349818736209708,9.17329872327504e-05,0.0,9117.08514829352,858.142926408444,GALAXY,
16bcv,1,39628011263230267,20224,4,20210617,230.896875,9.34613888889,0.0,0.0,0.0,False,south,230.887812,9.356933,0.0357,PTF-iPTF,1.0,AT2016bct,None,None,AT2016bct,0.0356643830030653,7.56656241533316e-06,0.0,70617.0158904232,53989.2741352879,GALAXY,
16bej,1,39633170898880552,21167,2,20210521,215.595594779242,45.1750766282009,0.0,0.0,0.0,False,north,215.59468,45.17485,0.107,PTF-iPTF,1.0,AT2016beh,None,None,AT2016beh,0.10645307654613,1.03442147175374e-06,0.0,10978.3885402679,39429.6361198425,GALAXY,
16br,2,39633304231609440,81060,8,20210324,181.788457489691,53.671445103185,0.0,0.0,0.0,False,north,181.780342,53.66841,0.0589,PTF-iPTF,1.0,SN2016aex,None,None,SN2016aex,0.058920255160835,7.44035419820236e-06,0.0,21670.5326995179,44055.5013871863,GALAXY,
16czq,1,39628315685816803,25513,6,20211016,27.7163145433213,22.5640949869682,0.0,0.0,0.0,False,south,27.716026,22.566519,0.029,PTF-iPTF,1.0,SN2016czq,None,None,SN2016czq,0.0328528189938457,2.31551360089605e-06,0.0,7957.68717107177,4937.07485666871,GALAXY,
16ezc,2,39627699865519013,23990,6,20211120,340.768113983142,-3.6644899979268,0.0,0.0,0.0,False,south,340.765487,-3.671519,0.142,PTF-iPTF,1.0,AT2016ezc,None,None,AT2016ezc,0.176889847523855,1.03758293159534e-05,0.0,7934.02704125643,506.83207565546,GALAXY,
16fak,1,39628430391642734,25757,3,20211015,1.29654046326925,27.6250822924668,0.0,0.0,0.0,False,south,1.29677,27.624806,0.031,PTF-iPTF,1.0,SN2016fak,None,None,SN2016fak,0.0293158947604756,3.63689445703587e-06,0.0,8211.51216996461,2540.24039589614,GALAXY,
16fhw,1,39628402994449780,25009,1,20211024,332.336043641657,26.1715053553967,0.0,0.0,0.0,False,south,332.336052,26.171552,0.095,PTF-iPTF,1.0,SN2016fhw,None,None,SN2016fhw,0.0924583344419202,1.74523189628807e-05,0.0,8532.31680864468,964.38020011502,GALAXY,
16fhy,1,39628183519101906,24767,2,20210921,320.698512606026,16.4709276705371,0.0,0.0,0.0,False,south,320.69902,16.47158,0.1135,PTF-iPTF,1.0,SN2016fhy,None,None,SN2016fhy,0.113430624529528,7.31165035653815e-06,0.0,7942.29555481672,3255.4843428731,GALAXY,
16fib,1,39628408455436478,21879,8,20211110,335.192769716834,26.5848596509032,0.0,0.0,0.0,False,south,335.191399,26.585438,0.0806,PTF-iPTF,1.0,SN2016fib,None,None,SN2016fib,0.0796890028413964,1.53601873545906e-05,0.0,8505.48514147475,2199.11026804755,GALAXY,
16fir,1,39628078275627965,3384,7,20211103,331.779522406566,12.1036310307751,0.0,0.0,0.0,False,south,331.779586,12.103657,0.127,PTF-iPTF,1.0,AT2016fir,None,None,AT2016fir,0.126897739400604,5.15795840206942e-06,0.0,8186.31098914146,2021.18384766579,GALAXY,
16fiw,1,39628036714269906,22382,5,20211106,329.165298164522,10.2140925434348,0.0,0.0,0.0,False,south,329.177312,10.214797,0.07,PTF-iPTF,1.0,AT2016fiw,None,None,AT2016fiw,0.0750298650779492,1.62637276157973e-05,0.0,7331.19980994239,99.7255278788507,GALAXY,
16fjg,2,39628281078615445,22847,3,20211114,332.127025218776,20.6787323670539,0.0,0.0,0.0,False,south,332.13062,20.679636,0.14,PTF-iPTF,1.0,AT2016fjg,None,None,AT2016fjg,0.134416046446839,5.05793467130728e-06,0.0,8101.36745727062,2969.45351445675,GALAXY,
16flo,1,39627833093391517,21062,2,20220103,2.7772881277974,2.08599751804596,0.0,0.0,0.0,False,south,2.776401,2.087265,0.065,PTF-iPTF,1.0,SN2016flo,None,None,SN2016flo,0.0666958927054325,1.83247482726581e-06,0.0,9271.41288805008,19610.4281167984,GALAXY,
16foa,2,39627983803122679,22598,2,20211206,16.4550398306671,8.20644516727688,0.0,0.0,0.0,False,south,16.468205,8.214646,0.038,PTF-iPTF,1.0,SN2016foa,None,None,SN2016foa,0.0384258868665488,1.58083629535246e-06,0.0,8517.98670911789,13526.6031612419,GALAXY,
16fop,1,39628025402229447,80624,7,20210109,4.85480143045145,10.0722569260484,0.0,0.0,0.0,False,south,4.854253,10.071566,0.088,PTF-iPTF,1.0,AT2016fop,None,None,AT2016fop,0.0888280746341432,9.63513906248825e-06,0.0,15061.1271781623,6105.58511303739,GALAXY,
16fvf,1,39628212791153181,22816,9,20211019,345.018562528874,17.8484673878081,0.0,0.0,0.0,False,south,345.017793,17.848396,0.04,PTF-iPTF,1.0,SN2016fvf,None,None,SN2016fvf,0.0371932950643455,2.44653555702214e-06,0.0,8045.17749273777,3884.84439980984,GALAXY,
16fvf,2,39628212791153166,11653,4,20211103,345.018330851119,17.8473827652346,0.0,0.0,0.0,False,south,345.017793,17.848396,0.04,PTF-iPTF,1.0,SN2016fvf,None,None,SN2016fvf,0.0371693243044845,2.80036305667828e-06,0.0,8055.25311088562,4880.15338277817,GALAXY,
16glg,1,39627887652899093,5162,2,20211127,16.8418740058473,4.19186657908786,0.0,0.0,0.0,False,south,16.841625,4.192525,0.09519,PTF-iPTF,1.0,SN2016glg,None,None,SN2016glg,1.11222746115941,0.000116451792031567,4.0,7565.43395929039,1.41552238166332,GALAXY,
16glg,2,39627887652899006,24162,2,20220104,16.8391704687283,4.19195427733681,0.0,0.0,0.0,False,south,16.841625,4.192525,0.09519,PTF-iPTF,1.0,SN2016glg,None,None,SN2016glg,0.0952696573793845,2.47868909257969e-05,0.0,11592.8133482039,4760.80846598325,GALAXY,
16glp,1,39628348543992946,21241,1,20211020,354.058101499405,23.6958507243609,0.0,0.0,0.0,False,south,354.058366,23.695927,0.087,PTF-iPTF,1.0,SN2016glp,None,None,SN2016glp,0.0866394307400493,1.1124521591553e-05,0.0,7654.76532959938,359.94599032402,GALAXY,
16glz,2,39627989532544375,21058,7,20211101,1.48514792860705,8.43660071465544,0.0,0.0,0.0,False,south,1.473307,8.430161,0.03,PTF-iPTF,1.0,SN2016glz,None,None,SN2016glz,0.0392289576127282,5.31475963385339e-05,0.0,8293.76808854914,231.213587545441,GALAXY,
16gpb,1,39628072902723944,24389,3,20211014,4.70028494558978,12.0305823750014,0.0,0.0,0.0,False,south,4.700857,12.030117,0.0708,PTF-iPTF,1.0,AT2016gpb,None,None,AT2016gpb,0.0704098970902429,2.29297742638796e-05,0.0,11316.7720935233,825.693933259696,GALAXY,
16gqr,1,39628013444271567,80624,2,20210109,2.73402059729085,9.38538757999649,0.0,0.0,0.0,False,south,2.734128,9.385351,0.0275,PTF-iPTF,1.0,AT2016gqr,None,None,AT2016gqr,0.0275345573457004,3.95428821264437e-06,0.0,10163.5548009425,1335.37153582275,GALAXY,
16grm,1,39628386871542211,25022,7,20211023,345.08854820759,25.4007933334003,0.0,0.0,0.0,False,south,345.088752,25.399834,0.07,PTF-iPTF,1.0,AT2016grm,None,None,AT2016grm,0.0700667864083654,1.61300357814252e-05,0.0,9799.30000862479,5300.78631834686,GALAXY,
16gss,1,39627766856946299,25748,9,20211009,14.8814025781752,-0.822036501962136,0.0,0.0,0.0,False,south,14.882256,-0.822176,0.08957,PTF-iPTF,1.0,AT2016gss,None,None,AT2016gss,0.0895411182710354,2.58670519537128e-05,0.0,10008.7871723138,2908.74643082917,GALAXY,
16gta,1,39627953876766995,24161,2,20211026,19.3149497002629,6.96442937456172,0.0,0.0,0.0,False,south,19.314031,6.96465,0.05,PTF-iPTF,1.0,AT2016gta,None,None,AT2016gta,0.0493147588282494,2.77304200864336e-06,0.0,8522.7452121377,4930.115850389,GALAXY,
16gvd,2,39627785064419018,21749,4,20220113,20.0964186491065,-0.0789703131449485,0.0,0.0,0.0,False,south,20.094314,-0.07238,0.06,PTF-iPTF,1.0,SN2016gvd,None,None,SN2016gvd,0.0775349383472731,1.48573875832188e-05,0.0,21247.4871087857,27350.1616828628,GALAXY,
16gvd,2,39627785064419018,25762,4,20211009,20.0964186491065,-0.0789703131449485,0.0,0.0,0.0,False,south,20.094314,-0.07238,0.06,PTF-iPTF,1.0,SN2016gvd,None,None,SN2016gvd,-0.00199569129234795,4.13114935733491e-48,1570.0,9e+99,1.94266889222573e+84,STAR,CV
16gxs,1,39627935560238001,22822,0,20211216,1.30949121111712,6.2756053849943,0.0,0.0,0.0,False,south,1.309409,6.275694,0.075,PTF-iPTF,1.0,AT2016gxs,None,None,AT2016gxs,0.0726600644693387,1.71969599022823e-05,0.0,11045.3587687239,4047.8636091724,GALAXY,
16gzy,1,39628499144676208,25496,5,20211015,10.745803638972,31.0373212681472,0.0,0.0,0.0,False,south,10.744818,31.036796,0.12,PTF-iPTF,1.0,SN2016gzy,None,None,SN2016gzy,0.11831827492278,3.2541574841273e-06,0.0,8279.59082508087,3799.59396219254,GALAXY,
16hgw,1,39627930262835294,20688,7,20220124,44.3902916667,5.97691666667,0.0,0.0,0.0,False,south,44.392025,5.978174,0.023,PTF-iPTF,1.0,SN2016hgw,None,None,SN2016hgw,0.0228535786897293,1.0239322690161e-05,0.0,43078.0183798466,39230.365006455,GALAXY,
16hnc,1,39628464055127286,26071,7,20220221,119.220080613069,29.3284004604036,0.0,0.0,0.0,False,north,119.220754,29.328355,0.06765,PTF-iPTF,1.0,AT2016hnc,None,None,AT2016hnc,0.0673678330174176,5.12962616871115e-06,0.0,61799.0353558362,61131.1047014892,QSO,
16hun,1,39627797034966358,21739,3,20210927,13.6945586792078,0.383505125533887,0.0,0.0,0.0,False,south,13.694633,0.383611,0.093,PTF-iPTF,1.0,AT2016hun,None,None,AT2016hun,0.0898285925438377,3.46340519085318e-06,0.0,8830.89838027954,6481.99152612686,GALAXY,
16hvw,1,39628478047324888,80616,5,20201223,356.183488350009,29.8641536403549,0.0,0.0,0.0,False,south,356.186182,29.862168,0.03663,PTF-iPTF,1.0,AT2016hvw,None,None,AT2016hvw,0.0363803299948576,4.96269388327644e-06,0.0,17416.098581858,42983.6951444671,GALAXY,
16hzf,1,39627869617394787,21049,7,20210927,20.4146388033427,3.50780806256912,0.0,0.0,0.0,False,south,20.414494,3.507715,0.104,PTF-iPTF,1.0,AT2016hzf,None,None,AT2016hzf,0.102664421437524,2.84594984089437e-06,0.0,8238.79818892479,6352.26578593254,GALAXY,
16hzf,2,39627869617395079,22622,5,20220113,20.4228653016383,3.50464449396644,0.0,0.0,0.0,False,south,20.414494,3.507715,0.104,PTF-iPTF,1.0,AT2016hzf,None,None,AT2016hzf,0.102840177223304,3.1679080191657e-06,0.0,9300.5975151062,8036.16892910004,GALAXY,
16ied,2,39633161365225646,25667,7,20211119,134.7479849773,44.8306010115004,0.0,0.0,0.0,False,north,134.749048,44.831215,0.0479,PTF-iPTF,1.0,SN2016ied,None,None,SN2016ied,0.0478618882969531,5.12160389675592e-06,0.0,8229.9351747632,2330.20948188007,GALAXY,
16ijr,1,39627791037106366,21739,7,20210927,16.062715025936,0.137533263668246,0.0,0.0,0.0,False,south,16.0615,0.136582,0.17215,PTF-iPTF,1.0,AT2016ijr,None,None,AT2016ijr,0.172142391026155,3.22429555426087e-05,0.0,8339.78901438043,487.202971922234,GALAXY,
16ijr,1,39627791037106366,25745,3,20210928,16.062715025936,0.137533263668246,0.0,0.0,0.0,False,south,16.0615,0.136582,0.17215,PTF-iPTF,1.0,AT2016ijr,None,None,AT2016ijr,0.172141389357946,3.59834780292187e-05,0.0,8333.04179335386,693.51493083965,GALAXY,
16ilg,1,39628430328727458,21243,6,20211111,357.005307458671,27.5494332507502,0.0,0.0,0.0,False,south,357.004512,27.549189,0.028119,PTF-iPTF,1.0,AT2016ilg,None,None,AT2016ilg,0.0281138318790454,3.12191799468535e-06,0.0,13448.9825309664,18286.9787264913,GALAXY,
16ilj,1,39628078967685411,21006,8,20211111,13.8186666667,12.3248611111,0.0,0.0,0.0,False,south,13.817947,12.319777,0.039711,PTF-iPTF,1.0,AT2016ilj,None,None,AT2016ilj,0.0394754505656035,2.19596140093724e-06,0.0,15377.7981933951,15758.0235992074,GALAXY,
